English words/sentences,French words/sentences
Click here for more information.,Cliquez ici pour de l'information additionnelle.
Click here for more information.,Cliquez ici pour de l'information supplémentaire.
Click here for more information.,Cliquez ici pour davantage d'information.
Click here to create an account.,Cliquez ici pour créer un compte.
Click here to create an account.,Clique ici pour créer un compte.
Close your eyes and go to sleep.,Ferme les yeux et dors.
Coffee is Brazil's main product.,Le café est la principale production du Brésil.
Colds are prevalent this winter.,Il y a beaucoup de rhumes cet hiver.
Come and see me once in a while.,Viens me voir de temps en temps.
Come and see me once in a while.,Venez me voir de temps en temps.
Come on! We're going to be late.,Dépêchons-nous ! Nous allons être en retard.
Come to my house this afternoon.,Venez chez moi cet après-midi.
Condors have never bred in zoos.,Les condors n'ont jamais été élevés au zoo.
Connect the two cables together.,Connectez ensemble les deux câbles.
Connect the two cables together.,Connecte ensemble les deux câbles.
Consider the following scenario.,Considère le scénario suivant.
Consider the following scenario.,Considérez le scénario suivant.
Contact me for more information.,Contactez-moi pour plus d’informations.
Contact me for more information.,Contacte-moi pour plus d’informations.
Cookie is a good name for a dog.,Cookie est un bon nom pour un chien.
Correct the following sentences.,Corrigez les phrases suivantes.
Correct the following sentences.,Corrige les phrases suivantes.
"Could you call a doctor, please?","Pourriez-vous appeler un médecin, s'il vous plaît."
Could you cancel my reservation?,Pourrais-tu annuler ma réservation ?
Could you do me a small service?,Pourriez-vous me rendre un petit service?
Could you do this instead of me?,Pourrais-tu faire ceci à ma place ?
Could you do this instead of me?,Pourriez-vous faire ceci à ma place ?
Could you get in touch with him?,Pourrais-tu le contacter ?
Could you get in touch with him?,Pourrais-tu prendre contact avec lui ?
Could you get in touch with him?,Pourriez-vous le contacter ?
Could you get in touch with him?,Pourriez-vous prendre contact avec lui ?
Could you give me a leg up here?,"Peux-tu me faire la courte échelle, là ?"
Could you give me a leg up here?,"Pouvez-vous me faire la courte échelle, là ?"
Could you give me a little help?,Tu pourrais me donner un petit coup de main ?
Could you give me some examples?,Pourrais-tu me donner quelques exemples ?
Could you give me some examples?,Pourriez-vous me donner quelques exemples ?
Could you please do that for me?,"Pourriez-vous, je vous prie, le faire pour moi ?"
Could you please do that for me?,"Pourrais-tu, je te prie, le faire pour moi ?"
Could you translate that for me?,Pourriez-vous traduire ceci pour moi ?
"Could you write it down, please?",Peux-tu l'écrire s'il te plait ?
Creationism is a pseudo-science.,Le créationnisme est une pseudo-science.
Cross out all the wrong answers.,Fais une croix sur toutes les mauvaises réponses.
Curiosity got the better of him.,Il se laissa aller à la curiosité.
Curiosity got the better of him.,Il s'est laissé aller à la curiosité.
"Currently, he's our best batter.","Actuellement, c'est notre meilleur batteur."
Death is preferable to dishonor.,La mort est préférable au déshonneur.
Did I just say something stupid?,Est-ce que je viens de dire quelque chose d'idiot ?
Did I understand that correctly?,Ai-je compris cela correctement ?
Did Tom confess to killing Mary?,Tom a-t-il avoué avoir tué Mary ?
Did anyone see you come in here?,Quiconque vous a-t-il vu entrer ici ?
Did anyone see you come in here?,Quiconque t'a-t-il vu entrer ici ?
Did anyone see you come in here?,Quiconque vous a-t-il vu venir ici ?
Did anyone see you come in here?,Quiconque t'a-t-il vu venir ici ?
Did anyone see you on the beach?,Qui que ce soit vous a-t-il vu sur la plage ?
Did anyone see you on the beach?,Qui que ce soit t'a-t-il vu sur la plage ?
Did anyone see you on the beach?,Quiconque vous a-t-il vu sur la plage ?
Did anyone see you on the beach?,Quiconque t'a-t-il vu sur la plage ?
Did you buy a round trip ticket?,As-tu acheté un billet aller-retour ?
Did you do yesterday's homework?,As-tu fait les devoirs d'hier ?
Did you enjoy reading that book?,As-tu pris plaisir à lire le livre ?
Did you enjoy reading that book?,Avez-vous pris plaisir à lire le livre ?
Did you get the gift I sent you?,As-tu reçu le cadeau que je t'ai envoyé ?
Did you have a pleasant weekend?,Tu as passé un bon week-end ?
Did you hear my show last night?,As-tu écouté mon spectacle hier soir ?
Did you just hear what you said?,Viens-tu d'entendre ce que tu as dit ?
Did you just hear what you said?,Venez-vous d'entendre ce que vous avez dit ?
Did you know Tom died in Boston?,Savais-tu que Tom était mort à Boston ?
Did you play baseball yesterday?,As-tu joué au baseball hier ?
Did you read all the fine print?,As-tu lu tous les petits caractères?
Did you see Tom at school today?,As-tu vu Tom à l'école aujourd'hui ?
Did you see Tom at school today?,Avez-vous vu Tom à l'école aujourd'hui ?
Did you see anyone on the beach?,Avez-vous vu qui que ce soit sur la plage ?
Did you see anyone on the beach?,As-tu vu qui que ce soit sur la plage ?
Did you see yesterday's episode?,As-tu vu l'épisode d'hier ?
Did you see yesterday's episode?,As-tu visionné l'épisode d'hier ?
Did you show it to your parents?,L'avez-vous montré à vos parents ?
Did you show it to your parents?,L'as-tu montré à tes parents ?
Did you show it to your parents?,L'as-tu montrée à tes parents ?
Did you show it to your parents?,L'avez-vous montrée à vos parents ?
Did you sleep enough last night?,Est-ce que tu as dormi assez la nuit dernière ?
Did you sleep enough last night?,Avez-vous assez dormi la nuit dernière ?
Did you understand what he said?,As-tu compris ce qu'il a dit ?
Didn't I ask you not to do that?,Ne vous ai-je pas demandé de ne pas faire cela ?
Didn't you used to be a teacher?,N'as-tu pas pris l'habitude d'être enseignant ?
Dinner is probably ready by now.,Le dîner est probablement prêt à l'heure qu'il est.
Do I have to take this medicine?,Dois-je prendre ce médicament ?
Do I have to wear a tie at work?,Dois-je porter une cravate au travail ?
Do not cast pearls before swine.,Ne donnez pas de la confiture aux cochons.
Do not give in to those demands.,Ne te soumets pas à ces exigences.
Do not give in to those demands.,Ne cède pas à ces exigences.
Do the police have any suspects?,La police a-t-elle de quelconques suspects ?
Do the police have any suspects?,La police a-t-elle le moindre suspect ?
Do we need a universal language?,Avons-nous besoin d'un langage universel ?
Do you always get up before six?,Est-ce que tu te lèves toujours avant six heures ?
Do you believe in reincarnation?,Croyez-vous à la réincarnation ?
Do you believe in reincarnation?,Crois-tu à la réincarnation ?
Do you care for classical music?,Vous intéressez-vous à la musique classique ?
Do you deny that you went there?,Niez-vous y être allé ?
Do you deny that you went there?,Niez-vous y être allés ?
Do you deny that you went there?,Nies-tu t'y être rendu ?
Do you eat rice in your country?,Mangez-vous du riz dans votre pays ?
Do you enjoy living dangerously?,Tu aimes vivre dangereusement ?
Do you enjoy living dangerously?,Vous aimez vivre dangereusement ?
Do you expect me to believe you?,Espères-tu que je te croie ?
Do you expect me to believe you?,Espérez-vous que je vous croie ?
Do you feel like going swimming?,As-tu envie d'aller nager ?
Do you feel like going swimming?,As-tu envie d'aller nager ?
Do you feel like going swimming?,Avez-vous envie d'aller nager ?
Do you feel like having a drink?,As-tu envie de prendre un verre ?
Do you feel like having a drink?,Avez-vous envie de prendre un verre ?
Do you get along with your boss?,T'entends-tu bien avec ton patron ?
Do you have Japanese newspapers?,As-tu des journaux Japonais ?
Do you have Japanese newspapers?,Avez-vous des journaux japonais ?
Do you have a French dictionary?,Avez-vous un dictionnaire de français ?
Do you have a guilty conscience?,Tu as quelque chose sur la conscience ?
Do you have a guilty conscience?,Avez-vous quelque chose sur la conscience ?
Do you have any books in French?,As-tu des livres en français ?
Do you have any idea who she is?,Avez-vous une idée de qui c'est ?
Do you have any idea who she is?,As-tu une idée de qui c'est ?
Do you have any messages for me?,Avez-vous quelques messages pour moi ?
Do you have any other questions?,As-tu d'autres questions ?
Do you have any plans for today?,As-tu des projets pour la journée ?
Do you have any plans for today?,As-tu quelque chose de prévu aujourd'hui ?
Do you have anything to tell me?,Est-ce que tu as quelque chose à me dire ?
Do you have anything to tell me?,Avez-vous quelque chose à me dire ?
Do you have change for a dollar?,As-tu la monnaie d'un dollar ?
Do you have change for a dollar?,Avez-vous la monnaie d'un dollar ?
Do you have less expensive ones?,En avez-vous de moins chers ?
Do you have school on Saturdays?,Vas-tu à l'école le samedi ?
Do you know anyone in Australia?,Connais-tu quelqu'un en Australie ?
Do you know anyone in Australia?,Connaissez-vous quelqu'un en Australie ?
Do you know how I can get there?,Savez-vous comment je peux y aller ?
Do you know how much it cost me?,Savez-vous combien il m'a coûté ?
Do you know how much it cost me?,Est-ce que tu sais combien ça m'a coûté ?
Do you know how to play mahjong?,Sais-tu comment jouer au mah-jong ?
Do you know how to ride a horse?,Savez-vous monter à cheval ?
Do you know how to ride a horse?,Sais-tu monter à cheval ?
Do you know what they're called?,Sais-tu comment on les appelle ?
Do you know what this is called?,Sais-tu comment ceci s'appelle ?
Do you know what this is called?,Savez-vous comment ceci s'appelle ?
Do you know what time they came?,Savez-vous à quelle heure ils sont venus ?
Do you know what time they came?,Savez-vous à quelle heure elles sont venues ?
Do you know what time they came?,Sais-tu à quelle heure ils sont venus ?
Do you know what time they came?,Sais-tu à quelle heure elles sont venues ?
Do you know who drank my coffee?,Sais-tu qui a bu mon café ?
Do you know who drank my coffee?,Savez-vous qui a bu mon café ?
Do you know who wrote this book?,Est-ce que tu sais qui a écrit ce livre ?
Do you know who wrote this book?,Sais-tu qui a écrit ce livre ?
Do you know why I was in prison?,Savez-vous pourquoi j'étais en prison ?
Do you know why I was in prison?,Sais-tu pourquoi j'étais en prison ?
Do you know why Tom is laughing?,Savez-vous pourquoi Tom rit ?
Do you like going to the movies?,Aimes-tu aller au cinéma ?
Do you like this leather jacket?,Est-ce que cette veste en cuir te plaît ?
Do you mind if I take a day off?,Vois-tu un inconvénient à ce que je prenne un jour de congé ?
Do you mind if I take a day off?,Voyez-vous un inconvénient à ce que je prenne un jour de congé ?
Do you mind if I turn on the TV?,Vois-tu un inconvénient à ce que j'allume la télé ?
Do you need any help doing that?,As-tu besoin d'aide pour faire ça ?
Do you put sugar in your coffee?,Mettez-vous du sucre dans votre café ?
Do you put sugar in your coffee?,Mets-tu du sucre dans ton café ?
Do you really think Tom can win?,Tu penses vraiment que Tom peut gagner ?
Do you really think Tom is poor?,Penses-tu vraiment que Tom soit pauvre ?
Do you really think Tom is poor?,Penses-tu vraiment que Tom est pauvre ?
Do you really think we can help?,Penses-tu vraiment que nous pouvons aider ?
Do you really want Tom to leave?,Veux-tu vraiment que Tom parte ?
Do you really want Tom to leave?,Voulez-vous vraiment que Tom parte ?
Do you really want to wear that?,Veux-tu vraiment te vêtir comme ça ?
Do you really want to wear that?,Tu veux vraiment porter ça ?
Do you speak a foreign language?,Parles-tu une langue étrangère ?
Do you think Tom killed himself?,Crois-tu que Thomas se soit suicidé ?
Do you think animals have souls?,Pensez-vous que les animaux ont une âme ?
Do you think it was easy for me?,Penses-tu que c'était facile pour moi ?
Do you think it was easy for me?,Pensez-vous que c'était facile pour moi ?
Do you think it's going to snow?,Penses-tu qu'il va neiger ?
Do you think it's going to snow?,Pensez-vous qu'il va neiger ?
Do you think that's significant?,Penses-tu que ce soit significatif ?
Do you think that's significant?,Pensez-vous que ce soit important ?
Do you think that's what I want?,Penses-tu que c'est ce que je veux ?
Do you think that's what I want?,Pensez-vous que cela soit ce que je veux ?
Do you think this color will do?,Est-ce que tu penses que cette couleur ira ?
Do you think you could be a cop?,Pensez-vous que vous pourriez être flic ?
Do you think you could be a cop?,Penses-tu que tu pourrais être flic ?
Do you want me to take you home?,Est-ce que tu veux que je te ramène à la maison ?
Do you want me to take you home?,Voulez-vous que je vous raccompagne chez vous ?
Do you want me to walk you home?,Veux-tu que je t'accompagne chez toi ?
Do you want me to walk you home?,Voulez-vous que je vous accompagne chez vous ?
Do you want some of these fries?,Veux-tu quelques-unes de ces frites ?
Do you want some of these fries?,Voulez-vous quelques-unes de ces frites ?
Do you want to be my girlfriend?,Est-ce que tu veux être ma petite-amie ?
Do you want to live like slaves?,Est-ce que vous voulez vivre comme des esclaves ?
Do you watch the news every day?,Regardez-vous les informations tous les jours ?
Do you watch the news every day?,Est-ce que tu regardes les informations tous les jours ?
Do you work well under pressure?,Est-ce que vous travaillez bien sous pression ?
Do your best in anything you do.,Fais de ton mieux dans tout ce que tu fais.
Do your parents know about this?,Est-ce que vos parents savent ça ?
Do your parents know about this?,Vos parents savent-ils cela ?
Do your parents know about this?,Tes parents savent-ils cela ?
Does Tom have a fishing license?,Est-ce que Tom a un permis de pêche ?
Does Tom have a fishing license?,Tom a-t-il un permis de pêche ?
Does anyone here speak Japanese?,Est-ce que quelqu'un ici parle japonais ?
Does anyone here speak Japanese?,Est-ce que quelqu'un parle japonais ici ?
Does anyone want to do anything?,Quiconque veut-il faire quoi que ce soit ?
Does he study English every day?,Il étudie l'anglais tous les jours ?
Does it snow much in the winter?,Neige-t-il beaucoup en hiver ?
Does she know your phone number?,Connaît-elle votre numéro de téléphone ?
Does she know your phone number?,Connaît-elle ton numéro de téléphone ?
Does that mean something to you?,Est-ce que cela signifie quelque chose pour vous ?
Does that mean something to you?,Est-ce que ça veut dire quelque chose pour toi ?
Does this medicine work quickly?,Est-ce que ce médicament fait effet rapidement ?
Does this medicine work quickly?,Ce médicament agit-il rapidement ?
Does your school have a library?,Votre école dispose-t-elle d'une bibliothèque ?
Does your school have a library?,Ton école dispose-t-elle d'une bibliothèque ?
Doing that won't likely be hard.,Faire cela ne sera probablement pas difficile.
Doing that won't take much time.,Faire cela ne prendra pas beaucoup de temps.
Don't I even get an explanation?,N'ai-je pas même droit à une explication ?
Don't I know you from somewhere?,Est-ce que je ne vous connais pas de quelque part ?
Don't be ashamed of who you are.,N'ayez pas honte de ce que vous êtes.
Don't be ashamed of who you are.,N'aie pas honte de ce que tu es.
Don't believe anything they say.,Ne crois à rien de ce qu'ils disent !
Don't believe anything they say.,Ne crois à rien de ce qu'elles disent !
Don't believe anything they say.,Ne croyez à rien de ce qu'ils disent !
Don't believe anything they say.,Ne croyez à rien de ce qu'elles disent !
Don't change your mind so often.,Ne change pas d'avis si souvent.
Don't change your mind so often.,Ne changez pas si souvent d'avis.
Don't come unless I tell you to.,"À moins que je ne vous le dise, ne venez pas."
Don't depend too much on others.,Ne dépends pas trop des autres.
Don't depend too much on others.,Ne dépendez pas trop des autres.
Don't do anything I wouldn't do.,Ne fais rien que je ne ferais.
Don't do anything you'll regret.,Ne fais rien que tu regretteras.
Don't do anything you'll regret.,Ne faites rien que vous regretterez.
Don't drink on an empty stomach.,Ne buvez pas l'estomac vide !
Don't drive under the influence.,Ne conduis pas sous l'influence de l'alcool.
Don't expect anyone to help you.,Ne t'attends pas à ce que quiconque t'aide !
Don't expect anyone to help you.,Ne vous attendez pas à ce que quiconque vous aide !
Don't expect anyone to help you.,Ne t'attends pas à ce que qui que ce soit t'aide !
Don't expect anyone to help you.,Ne vous attendez pas à ce que qui que ce soit vous aide !
Don't expect others to help you.,Ne t'attends pas à ce que les autres t'aident.
Don't expect others to help you.,Ne vous attendez pas à ce que les autres vous aident.
Don't forget that she's a woman.,N'oubliez pas qu'il s'agit d'une femme !
Don't forget that she's a woman.,N'oublie pas qu'il s'agit d'une femme !
Don't forget to mail the letter.,N'oublie pas de poster la lettre.
Don't forget to mail the letter.,N'oubliez pas de poster la lettre.
Don't forget to mail the letter.,N'oublie pas de mettre la lettre au courrier.
Don't forget to mail the letter.,N'oubliez pas de mettre la lettre au courrier.
Don't forget to send the letter.,N'oublie pas de poster la lettre.
Don't forget to send the letter.,N'oubliez pas de poster la lettre.
Don't forget to take your pills.,N'oubliez pas de prendre votre pilule !
Don't forget to take your pills.,N'oubliez pas de prendre vos pilules !
Don't forget to take your pills.,N'oublie pas de prendre ta pilule !
Don't forget to take your pills.,N'oublie pas de prendre tes pilules !
Don't go too far into the woods.,Ne va pas trop loin dans les bois.
Don't go too far into the woods.,N'allez pas trop loin dans les bois.
Don't hesitate to ask questions.,N'hésitez pas à poser des questions.
Don't hesitate to ask questions.,N'hésite pas à poser des questions.
Don't judge a book by its cover.,Ne jugez pas un livre à sa couverture.
Don't judge a book by its cover.,Ne juge pas un livre sur sa couverture.
Don't judge a book by its cover.,Ne juge pas un livre à sa couverture.
Don't let anyone enter the room.,Ne laisse personne pénétrer dans la pièce.
Don't let her go out after dark.,Ne la laisse pas sortir après la tombée de la nuit.
Don't let her go out after dark.,Ne la laissez pas sortir après la tombée de la nuit.
Don't let opportunities pass by.,Ne laisse pas filer les occasions.
Don't let opportunities pass by.,Ne laissez pas filer les occasions.
Don't let that dog come near me!,Ne laisse pas ce chien m'approcher !
Don't let that dog come near me!,Ne laissez pas ce chien m'approcher !
Don't let your mother know that.,Que ta mère n'en sache rien !
Don't let your mother know that.,Que votre mère n'en sache rien !
Don't make a decision right now.,Ne prends pas de décision immédiatement !
Don't make a decision right now.,Ne prenez pas de décision immédiatement !
Don't open the door for anybody.,N'ouvrez la porte à personne.
Don't open the door for anybody.,N'ouvrez la porte à quiconque.
Don't open the door for anybody.,N'ouvre la porte à personne.
Don't play baseball in the park.,Ne jouez pas au baseball dans le parc.
Don't risk your fortune on that.,N'y risquez pas votre fortune !
Don't talk back to me like that.,Ne me réponds pas comme ça.
Don't talk back to me like that.,Ne me répondez pas comme cela.
Don't talk in a loud voice here.,Ne parle pas fort ici.
Don't talk to me about religion.,Ne me parle pas de religion !
Don't talk to me about religion.,Ne me parlez pas de religion !
Don't talk with your mouth full.,Tu ne dois pas parler la bouche pleine.
Don't tell me you didn't see it.,Ne me dis pas que tu ne l'as pas vu.
Don't tell me you're not scared.,Ne me dites pas que vous n'avez pas peur !
Don't tell me you're not scared.,Ne me dis pas que tu n'as pas peur !
Don't waste your time and money.,Ne gaspille pas ton temps ni ton argent.
Don't worry. I'll be right back.,Ne vous en faites pas ! Je serai bientôt de retour.
Don't worry. I'll be right back.,Ne t'en fais pas ! Je serai bientôt de retour.
Don't worry. I'll be right back.,Ne vous faites pas de souci ! Je serai bientôt de retour.
Don't worry. I'll be right back.,Ne te fais pas de souci ! Je serai bientôt de retour.
Don't worry. I'll stay with you.,"Ne t'en fais pas, je suis à tes côtés."
Don't worry. I'm not mad at you.,Ne t'inquiète pas. Je ne suis pas en colère contre toi.
Don't worry. My lips are sealed.,"Ne t'en fais pas, je suis muet comme une tombe."
Don't you check your voice mail?,Ne vérifies-tu pas tes messages vocaux ?
Don't you check your voice mail?,Ne vérifiez-vous pas vos messages vocaux ?
Don't you see what you're doing?,Ne vois-tu pas ce que tu es en train de faire ?
Don't you see what you're doing?,Ne voyez-vous pas ce que vous êtes en train de faire ?
Don't you want something to eat?,Ne veux-tu pas quelque chose à manger ?
Don't you want something to eat?,Ne voulez-vous pas quelque chose à manger ?
Don't you want to see the world?,Ne voulez-vous pas voir le monde ?
Don't you want to see the world?,Ne veux-tu pas voir le monde ?
Dr. Smith has a lot of patients.,Le Dr Smith a beaucoup de patients.
Dr. Smith has a lot of patients.,Le docteur Smith a beaucoup de patients.
Earthquakes are common in Japan.,Les séismes sont courants au Japon.
Edison was not a bright student.,Edison n'était pas un étudiant brillant.
Education is the key to success.,L'éducation est la clé du succès.
Either you or I will have to go.,L'un de nous deux devra partir.
Election day was cold and rainy.,Le jour de l'élection fut froid et pluvieux.
English is not my mother tongue.,L'anglais n'est pas ma langue natale.
English is not my mother tongue.,L'anglais n'est pas ma langue maternelle.
English is the world's language.,L'anglais est la langue du monde.
Even children can understand it.,Même les enfants peuvent comprendre cela.
Every cloud has a silver lining.,À toute chose malheur est bon.
Every religion prohibits murder.,Chaque religion interdit le meurtre.
Everybody should have a purpose.,Tout le monde devrait avoir un but.
Everybody wanted you to do that.,Tout le monde voulait que tu fasses ça.
Everybody wanted you to do that.,Tout le monde voulait que vous fassiez cela.
Everybody wants permanent peace.,Tout le monde veut une paix durable.
Everybody wants permanent peace.,Tout le monde voudrait une paix durable.
Everybody wants to be my friend.,Tout le monde veut être mon ami.
Everybody was very well dressed.,Tout le monde était très bien habillé.
Everybody's life is complicated.,La vie de tout le monde est compliquée.
Everyone has to start somewhere.,Il faut bien commencer.
Everyone in her class likes her.,Chacun dans sa classe l'aime.
Everyone in town knows his name.,"En ville, tout le monde connaît son nom."
Everyone needs to work together.,Il faut que tout le monde travaille de concert.
"Everything I did, I did for Tom.","Tout ce que j'ai fait, je l'ai fait pour Tom."
Everything happened all at once.,Tout s'est passé d'un coup.
Everything happened all at once.,Tout est arrivé d'un coup.
Everything happened all at once.,Tout a eu lieu d'un coup.
Everything happened too quickly.,Tout est arrivé trop vite.
Everything happened too quickly.,Tout s'est passé trop vite.
Everything happens for a reason.,Il y a une raison à tout.
Everything is all right at home.,Tout va bien à la maison.
Everything is now ready for you.,Tout est maintenant prêt pour vous.
Everything is now ready for you.,Tout est maintenant prêt pour toi.
Everything seems to be in order.,Tout semble être en ordre.
Everything you've heard is true.,Tout ce que tu as entendu est vrai.
"Excuse me, do you have the time?","Excusez-moi, avez-vous l'heure ?"
"Excuse me, where's the bathroom?","Excusez-moi, où sont les toilettes ?"
Exercise makes your body strong.,L'exercice rend ton corps plus fort.
Farmers sow seeds in the spring.,Les paysans sèment au printemps.
Ferrets are playful and curious.,Les furets sont joueurs et curieux.
Few girls can even speak to him.,Peu de filles peuvent même lui parler.
Few people live to be a hundred.,Peu de gens vivent jusqu'à cent ans.
"Five gallons of regular, please.",Cinq gallons d'ordinaire s'il vous plait.
"Fortunately, no one was injured.","Heureusement, personne ne fut blessé."
"Frankly, I don't like your idea.","Franchement, je n'aime pas ton idée."
"Frankly, I don't like your idea.","Franchement, je ne goûte guère ton idée."
"Frankly, I don't like your idea.","Franchement, je ne goûte guère votre idée."
"Frankly, I don't like your idea.","Franchement, je n'aime pas votre idée."
French is Tom's native language.,Le français est la langue native de Tom.
"French is pretty hard, isn't it?","Le français est plutôt difficile, n'est-ce pas ?"
French isn't difficult to learn.,Le français n'est pas difficile à apprendre.
French isn't my native language.,Le français n'est pas ma langue maternelle.
Friendship is a matter of trust.,L'amitié est question de confiance.
Friendship is a matter of trust.,L'amitié est une question de confiance.
Get it done as soon as possible.,Fais-le faire le plus tôt possible.
Get out your notebooks and pens.,Sortez vos cahiers et vos stylos.
Get rid of things you don't use.,Débarrasse-toi des choses que tu n'utilises pas.
"Get up early, or you'll be late.",Lève-toi tôt sinon tu seras en retard.
Give credit where credit is due.,Honneur à celui auquel l'honneur est dû.
Give credit where credit is due.,Honorez celui auquel l'honneur revient.
"Give me a bit more time, please.","Donne-moi un peu plus de temps, s'il te plaît."
Give me a call if you need help.,Appelle-moi si tu as besoin d'aide !
Give me something cold to drink.,Donne-moi quelque chose de frais à boire.
Give me something to write with.,Donnez-moi quelque chose pour écrire.
Go straight on down this street.,Allez tout le long de cette rue.
Go straight on down this street.,Va tout droit dans cette rue.
Grammar is a very complex thing.,La grammaire est quelque chose de très compliqué.
Guess what I found on the beach.,Devine ce que j'ai trouvé sur la plage.
Guess what I want to talk about.,Devine ce dont j'ai envie de parler.
Guess what I want to talk about.,Devinez ce dont je veux parler.
Half of the students are absent.,La moitié des étudiants sont absents.
Hamlet is a play by Shakespeare.,Hamlet est une pièce de Shakespeare.
Happy is a man who is contented.,Heureux l'homme satisfait.
Has anybody here been to Hawaii?,Quelqu'un ici est-il allé à Hawaï ?
Has anybody solved this mystery?,Est-ce que quelqu'un a résolu ce mystère ?
Has anybody solved this mystery?,Quelqu'un a-t-il résolu le mystère ?
Has he lived here for two years?,Vit-il ici depuis deux ans ?
Have I caught you at a bad time?,Est-ce que je vous surprends au mauvais moment ?
Have I caught you at a bad time?,Est-ce que je te surprends au mauvais moment ?
Have any letters arrived for me?,Y a-t-il quelque lettre pour moi ?
Have you actually ever tried it?,L’avez-vous vraiment essayé ?
Have you already read this book?,As-tu déjà lu ce livre ?
Have you already read this book?,Avez-vous déjà lu le livre ?
Have you already read this book?,Avez-vous déjà lu ce livre ?
Have you always been so selfish?,As-tu toujours été si égoïste ?
Have you asked if they want one?,As-tu demandé s'ils en voulaient un ?
Have you asked if they want one?,As-tu demandé s'ils en voulaient une ?
Have you asked if they want one?,As-tu demandé si elles en voulaient un ?
Have you asked if they want one?,As-tu demandé si elles en voulaient une ?
Have you asked if they want one?,Avez-vous demandé si elles en voulaient un ?
Have you asked if they want one?,Avez-vous demandé si elles en voulaient une ?
Have you asked if they want one?,Avez-vous demandé s'ils en voulaient un ?
Have you asked if they want one?,Avez-vous demandé s'ils en voulaient une ?
Have you been told when to come?,Vous a-t-on dit quand venir ?
Have you done all your homework?,As-tu fait tous tes devoirs ?
Have you done all your homework?,Avez-vous fait tous vos devoirs ?
Have you ever made a pie before?,As-tu déjà fait une tarte avant ?
Have you ever seen Tom's mother?,Tu as déjà vu la mère de Tom ?
Have you finished breakfast yet?,As-tu déjà fini le petit-déjeuner ?
Have you finished breakfast yet?,As-tu déjà fini ton petit-déjeuner ?
Have you finished breakfast yet?,Avez-vous déjà fini le petit-déjeuner ?
Have you finished breakfast yet?,Avez-vous déjà fini votre petit-déjeuner ?
Have you finished your homework?,As-tu fini tes devoirs ?
Have you finished your homework?,As-tu terminé tes devoirs ?
Have you finished your homework?,As-tu fini tes devoirs ?
Have you gone completely insane?,Es-tu devenu complètement dingue ?
Have you gone completely insane?,Êtes-vous complètement devenue folle ?
