English words/sentences,French words/sentences
Are you here to arrest me?,Êtes-vous ici pour m'arrêter ?
Are you here to arrest me?,Es-tu ici pour m'arrêter ?
Are you here to spy on me?,Es-tu ici pour m'espionner ?
Are you here to spy on me?,Êtes-vous ici pour m'espionner ?
Are you listening closely?,Écoutez-vous attentivement ?
Are you listening closely?,Écoutes-tu attentivement ?
Are you looking for a job?,Cherchez-vous du travail ?
Are you looking for a job?,Cherches-tu du travail ?
Are you no longer in pain?,N'as-tu plus mal ?
Are you no longer in pain?,N'avez-vous plus mal ?
Are you out of your minds?,As-tu perdu l'esprit ?
Are you out of your minds?,Avez-vous perdu l'esprit ?
Are you proud of yourself?,Es-tu fière de toi ?
Are you proud of yourself?,Es-tu fier de toi ?
Are you proud of yourself?,Êtes-vous fière de vous ?
Are you proud of yourself?,Êtes-vous fières de vous ?
Are you proud of yourself?,Êtes-vous fier de vous ?
Are you proud of yourself?,Êtes-vous fiers de vous ?
Are you really a princess?,Êtes-vous vraiment une princesse ?
Are you really a princess?,Es-tu vraiment une princesse ?
Are you still angry at me?,Est-ce que tu es toujours en colère contre moi ?
Are you still angry at me?,Êtes-vous toujours en colère contre moi ?
Are you trying to kill me?,Essayez-vous de me tuer ?
Are you trying to kill me?,Essaies-tu de me tuer ?
Are your parents with you?,Est-ce que tes parents sont avec toi ?
Are your parents with you?,Est-ce que vos parents sont avec vous ?
Aren't they cute together?,Ne sont-ils pas mignons ensemble ?
Aren't those your parents?,Ces personnes ne sont-elles pas tes parents ?
Aren't you a little young?,N'es-tu pas un peu jeune ?
Aren't you a little young?,N'êtes-vous pas un peu jeune ?
Aren't you a psychologist?,N'êtes-vous pas psychologue ?
Aren't you a psychologist?,N'es-tu pas psychologue ?
Aren't you afraid of dogs?,N'as-tu pas peur des chiens ?
Aren't you afraid of dogs?,N'avez-vous pas peur des chiens ?
Aren't you done with this?,Tu n'en as pas fini avec ça?
"As for me, I am satisfied.","En ce qui me concerne, je suis satisfait."
"At first, it is difficult.",Au début c'est difficile.
"At last, it began to rain.",Il a enfin commencé à pleuvoir.
"At last, it began to rain.",Enfin il s'est mis à pleuvoir.
At least give me a chance.,"Au moins, donne-moi une chance."
At least give me a chance.,"Au moins, donnez-moi une chance."
At least it's not raining.,"Au moins, il ne pleut pas."
At least the work is done.,"Au moins, le travail est fait."
"At least, no one was hurt.","Au moins, personne ne fut blessé."
"At least, no one was hurt.","Au moins, personne n'a été blessé."
At what hour was she born?,À quelle heure est-elle née ?
At what time did he leave?,À quelle heure est-il parti ?
Athletes are no different.,Les athlètes ne sont pas différents.
Australia is no different.,L'Australie n'est pas différente.
Australia is no exception.,L'Australie n'est pas une exception.
"Bathe the baby, won't you?","Baigne le bébé, veux-tu ?"
Be kind to little animals.,Soyez bon pour les petits animaux.
Be kind to little animals.,Sois bon envers les petits animaux.
Be polite to your parents.,Sois poli avec tes parents.
Be polite to your parents.,Sois polie avec tes parents.
Be polite to your parents.,Soyez poli avec vos parents.
Be polite to your parents.,Soyez polie avec vos parents.
Be polite to your parents.,Soyez polis avec vos parents.
Be polite to your parents.,Soyez polies avec vos parents.
Be prepared for the worst.,Tiens-toi prêt au pire !
Be quiet and listen to me.,Soyez calme et écoutez-moi.
Be quiet and listen to me.,Sois calme et écoute-moi.
Be sure to drop me a line.,N'oublie pas de m'écrire un mot.
Bear in mind what he said.,Garde en mémoire ce qu’il a dit !
Bear in mind what he said.,Gardez en mémoire ce qu’il a dit !
Bears are quite dangerous.,Les ours sont très dangereux.
Beggars can't be choosers.,"À cheval donné, on ne regarde pas la bride."
Blue is my favorite color.,Le bleu est ma couleur préférée.
Books are my best friends.,Les livres sont mes meilleurs amis.
Both Tom and I can't swim.,Tom et moi ne pouvons pas nager.
Both Tom and Mary blushed.,Tom et Mary ont tous les deux rougi.
Both Tom and Mary blushed.,Tom et Mary rougirent tous les deux.
Both cases were dismissed.,Les deux affaires ont été classées sans suite.
Bourbon is made from corn.,Le bourbon est fait à partir de maïs.
Bread is half price today.,Le pain est à moitié prix aujourd'hui.
Bring me a glass of water.,Apportez-moi un verre d'eau.
Bring me a piece of chalk.,Apporte-moi une craie.
Bring me something to eat.,Apporte-moi quelque chose à manger.
"Bring me the menu, please.","Apportez le menu, je vous prie !"
"Bring me the menu, please.","Apportez-moi le menu, s'il vous plaît !"
Bring the water to a boil.,Amenez l'eau à ébullition.
Bring the water to a boil.,Fais bouillir l'eau.
Bring your children along.,Amène tes enfants.
Bulgarian is like Russian.,Le bulgare est très similaire au russe.
Bulgarian is like Russian.,Le bulgare est proche du russe.
Business is very good now.,Les affaires sont très bonnes maintenant.
Butter is made from cream.,On fait le beurre avec de la crème.
Call a doctor immediately.,Appelle un médecin immédiatement.
Call if you need anything.,"Appelle, si tu as besoin de quoi que ce soit !"
Call if you need anything.,"Appelez, si vous avez besoin de quoi que ce soit !"
Camels have three eyelids.,Les chameaux ont trois paupières.
Can I ask you for a favor?,Puis-je vous demander une faveur ?
Can I ask you for a favor?,Est-ce que je peux te demander une faveur ?
Can I buy only the lenses?,Puis-je acheter uniquement les lentilles ?
Can I buy only the lenses?,Puis-je n'acheter que les lentilles ?
"Can I have a beer, please?","Puis-je avoir une bière, s'il vous plaît ?"
Can I help with breakfast?,Puis-je aider avec le petit déjeuner ?
Can I help you in any way?,Puis-je vous aider d'une quelconque façon ?
Can I help you in any way?,Est-ce que je peux t'aider d'une quelconque façon ?
Can I sleep on your couch?,Puis-je dormir sur votre canapé ?
Can I sleep on your couch?,Puis-je dormir sur ton canapé ?
Can I take a picture here?,"Puis-je prendre une photo, ici ?"
Can I take your order now?,Puis-je prendre votre commande maintenant ?
Can I talk to the manager?,Puis-je parler au gérant ?
Can I use your dictionary?,Puis-je utiliser ton dictionnaire ?
Can I use your dictionary?,Puis-je utiliser votre dictionnaire ?
Can anything else be done?,Quelque chose d'autre peut-il être fait ?
Can it really be this bad?,Cela peut-il être aussi mauvais ?
Can someone open a window?,Quelqu'un peut-il ouvrir une fenêtre ?
Can we get this gate open?,Pouvons-nous faire ouvrir ce portail ?
Can we go over my options?,Pouvons-nous revoir mes options ?
Can we rest here a second?,Peut-on se reposer ici une seconde ?
Can we rest here a second?,Pouvons-nous nous reposer ici une seconde ?
Can we stay ahead of them?,Pouvons-nous continuer à les devancer ?
Can you cash these for me?,Peux-tu encaisser ceux-ci pour moi ?
Can you cash these for me?,Pouvez-vous encaisser ceux-ci pour moi ?
Can you catch the chicken?,Peux-tu attraper la poule ?
Can you catch the chicken?,Pouvez-vous attraper la poule ?
Can you come to the party?,Peux-tu venir à la fête ?
Can you crank up the heat?,Peux-tu pousser le chauffage ?
Can you crank up the heat?,Pouvez-vous pousser le chauffage ?
Can you finish it by noon?,Peux-tu le finir pour midi ?
Can you get my bill ready?,Vous pouvez préparer ma facture?
Can you guess what I have?,Pouvez-vous deviner ce que j'ai ?
Can you guess what I have?,Peux-tu deviner ce que j'ai ?
Can you make the deadline?,Peux-tu tenir le délai ?
Can you make the deadline?,Pouvez-vous tenir le délai ?
Can you pay me in advance?,Pouvez-vous me payer à l'avance ?
Can you pay me in advance?,Peux-tu me payer à l'avance ?
Can you remember anything?,Peux-tu te rappeler quoi que ce soit ?
Can you remember anything?,Pouvez-vous vous rappeler quoi que ce soit ?
Can you remember his name?,Pouvez-vous vous rappeler son nom ?
Can you remember his name?,Peux-tu te rappeler son nom ?
Can you spare some change?,Avez-vous un peu de monnaie ?
Can you speak French well?,Savez-vous bien parler français ?
Can you teach me to fight?,Pouvez-vous m'apprendre à me battre ?
Can you turn on the light?,Tu peux allumer la lumière ?
Can you turn on the light?,Pouvez-vous allumer la lumière ?
Can you unclog the toilet?,Peux-tu déboucher les toilettes ?
Can you unclog the toilet?,Pouvez-vous déboucher les toilettes ?
Can you unjam the printer?,Peux-tu débloquer l'imprimante ?
Charge this to my account.,Portez cela sur mon compte.
Children are afraid of me.,Les enfants ont peur de moi.
Children can't drink wine.,Les enfants ne peuvent pas boire de vin.
Children like fairy tales.,Les enfants aiment les contes de fées.
Children like gummy bears.,Les enfants aiment les oursons en gélatine.
Choose any dress you like.,Choisis la robe que tu veux.
Choose whichever you like.,Choisis celui qui te plait.
Choose whichever you like.,Choisissez celui qui vous plait.
Choose whichever you like.,Choisis celui qui te chante.
Choose whichever you want.,Choisis celui que tu veux.
Close the door behind you.,Fermez la porte derrière vous.
Close the door behind you.,Ferme la porte derrière toi.
Come and have tea with me.,Venez prendre le thé avec moi.
Come and see me right now.,Viens me voir tout de suite.
Come at any time you like.,Venez quand vous voulez.
Come at ten o'clock sharp.,Viens à dix heures précises.
Come at ten o'clock sharp.,Viens à vingt-deux heures précises.
Come at ten o'clock sharp.,Venez à vingt-deux heures précises.
Come at ten o'clock sharp.,Venez à dix heures précises.
Come in. The door is open.,Entre. La porte est ouverte.
Come in. The door is open.,Entrez. La porte est ouverte.
Come on! Give me a chance.,Allez ! Donne-moi une chance.
"Come on, drinks are on me.","Allez, les verres sont pour moi."
Come quickly. It's urgent.,Viens vite. C'est urgent.
Come quickly. It's urgent.,Venez vite. C'est urgent.
Come to my house at eight.,Viens chez moi à huit heures.
Come to my house at eight.,Venez chez moi à huit heures.
Come whenever you want to.,Viens quand tu veux.
Come whenever you want to.,Venez quand vous voulez.
Come whenever you want to.,Passe quand tu veux.
Coming here was a mistake.,Venir ici était une erreur.
Coming here was a mistake.,Venir ici fut une erreur.
Could I borrow some money?,Pourrais-je emprunter de l'argent?
Could you check the tires?,Pourriez-vous vérifier les pneus ?
Could you check the tires?,Pourrais-tu vérifier les pneus ?
Could you give an example?,Pourriez-vous donner un exemple ?
Could you give an example?,Pourrais-tu donner un exemple ?
Could you go to the store?,Pourriez-vous aller au magasin ?
Could you help me do this?,Pourrais-tu m'aider à faire ça ?
Could you help me do this?,Pourriez-vous m'aider à faire ceci ?
Could you open the window?,Pourriez-vous ouvrir la fenêtre ?
Could you open the window?,Est-ce que tu pourrais ouvrir la fenêtre ?
Could you please be quiet?,Pourriez-vous être silencieux ?
Could you please be quiet?,Pourrais-tu être silencieux ?
Could you please fix this?,"Pourrais-tu réparer ça, s'il te plaît ?"
Could you please fix this?,"Pourriez-vous réparer ceci, s'il vous plaît ?"
Could you show me the way?,Pourriez-vous me montrer le chemin ?
Could you turn off the TV?,Pourriez-vous éteindre le téléviseur ?
Could you turn off the TV?,Pourrais-tu éteindre le téléviseur ?
Cows provide us with milk.,Les vaches nous fournissent du lait.
Cut the cake with a knife.,Coupe le gâteau avec un couteau.
Dad knows what he's doing.,Papa sait ce qu'il fait.
Darwin changed everything.,Darwin a tout changé.
Death is similar to sleep.,La mort ressemble au sommeil.
Did I do something stupid?,Ai-je fait quelque chose de stupide ?
Did I interrupt something?,Ai-je interrompu quelque chose ?
Did I mention that before?,Ai-je mentionné cela auparavant ?
Did I not anticipate this?,Ne l'avais-je pas prévu ?
Did I say something funny?,Ai-je dit quelque chose de drôle ?
Did I say something wrong?,Ai-je dit quelque chose d'incorrect ?
Did I say something wrong?,Ai-je dit quelque chose qu'il ne fallait pas ?
Did I say your name right?,Ai-je bien prononcé votre nom ?
Did Tom make this for you?,Tom l'a-t-il fait pour toi ?
Did Tom say he drank that?,Tom a-t-il dit qu'il a bu ça ?
Did anybody see Tom leave?,Quelqu'un a-t-il vu Tom partir ?
Did anybody sing with you?,Est-ce que quelqu'un a chanté avec toi ?
Did anybody sing with you?,Est-ce que quelqu'un a chanté avec vous ?
Did anyone else feel that?,Quelqu'un d'autre l'a-t-il ressenti ?
Did he look like a doctor?,Est-ce qu'il ressemblait à un docteur ?
Did he tell you the truth?,Est-ce qu'il t'a dit la vérité ?
Did he tell you the truth?,Vous a-t-il dit la vérité ?
Did the police arrest Tom?,Est-ce que la police a arrêté Tom?
Did the police arrest Tom?,La police a-t-elle arrêté Tom?
Did you complete the work?,Avez-vous terminé le travail ?
Did you do that purposely?,Est-ce que tu as fait ça exprès ?
Did you do that purposely?,Avez-vous fait cela exprès ?
Did you drink from my cup?,Est-ce que tu as bu dans ma tasse ?
Did you drink from my cup?,Avez-vous bu dans ma tasse ?
Did you eat all the bread?,Est-ce que tu as mangé tout le pain ?
Did you enjoy the concert?,Avez-vous apprécié le concert ?
Did you enjoy the concert?,Est-ce que tu as apprécié le concert ?
Did you find that helpful?,As-tu trouvé ça utile ?
Did you find that helpful?,Avez-vous trouvé ça utile ?
Did you finish your paper?,Avez-vous fini votre papier ?
Did you finish your paper?,As-tu fini ton papier ?
Did you go out last night?,Es-tu sorti la nuit dernière ?
Did you go out last night?,Êtes-vous sorti la nuit dernière ?
Did you go out last night?,Êtes-vous sortis la nuit dernière ?
Did you go to the stadium?,Est-ce que tu es allé au stade ?
Did you go to the stadium?,Êtes-vous allée au stade ?
Did you go to the stadium?,Est-ce que vous êtes allés au stade ?
Did you grow up in Boston?,Avez-vous grandi à Boston ?
Did you have a good sleep?,As-tu bien dormi ?
Did you have a good sleep?,Avez-vous bien dormi ?
Did you hear what we said?,Tu as entendu ce que nous disions ?
Did you just realize that?,Tu viens de t'en rendre compte ?
Did you just realize that?,Vous venez de vous en rendre compte ?
Did you know Tom did that?,Saviez-vous que Tom avait fait cela?
Did you make up your mind?,Vous êtes-vous décidé ?
Did you meet someone else?,As-tu rencontré quelqu'un d'autre ?
Did you meet someone else?,Avez-vous rencontré quelqu'un d'autre ?
Did you read what I wrote?,As-tu lu ce que j'ai écrit ?
Did you read what I wrote?,Avez-vous lu ce que j'ai écrit ?
Did you rent an apartment?,Avez-vous loué un appartement ?
Did you see anybody there?,Avez-vous vu quelqu'un par ici ?
Did you sign the contract?,Avez-vous signé le contrat ?
Did you solve the problem?,Avez-vous résolu le problème ?
Did you solve the problem?,As-tu résolu le problème ?
Did you study by yourself?,As-tu étudié par toi-même ?
Did you talk to your wife?,As-tu parlé avec ta femme ?
Did you talk to your wife?,Avez-vous parlé avec votre femme ?
Did you think I was funny?,Pensiez-vous que j'étais drôle?
Didn't you get my message?,Tu n'as pas saisi mon message?
Dinner will be ready soon.,Le dîner sera bientôt prêt.
Do I have to go right now?,Dois-je maintenant aller à droite ?
Do I look like I'm joking?,J'ai l'air de plaisanter?
Do I look like an actress?,Ai-je l'air d'une actrice ?
Do I look like an actress?,Est-ce que je ressemble à une actrice ?
Do I need to go right now?,Dois-je partir à l'instant ?
Do I need to go right now?,Dois-je y aller à l'instant ?
Do a better job next time.,Fais mieux la prochaine fois.
Do me a favor and shut up.,Fais-moi le plaisir de la fermer.
Do not read while walking.,Ne lis pas en marchant.
Do they know that we know?,Savent-elles que nous savons ?
Do they know that we know?,Savent-ils que nous savons ?
Do we have to do all that?,Est-ce qu'on doit faire tout ça ?
Do we have to do all that?,Devons-nous faire tout cela ?
Do we have to do this now?,Est-ce qu'on doit faire ça maintenant ?
Do we have to do this now?,Devons-nous faire ceci maintenant ?
Do we need to change that?,Faut-il que nous changions cela ?
Do what you think is best.,Fais ce que tu penses être le mieux.
Do what you think is best.,Faites ce que vous pensez être le mieux.
Do you actually like this?,Aimez-vous réellement ça ?
Do you actually like this?,Aimes-tu réellement ça ?
Do you actually live here?,Vivez-vous réellement ici ?
Do you actually live here?,Vis-tu réellement ici ?
Do you believe in fairies?,Croyez-vous aux fées ?
Do you deliver on Sundays?,Faites-vous la livraison le dimanche ?
Do you deliver on Sundays?,Livrez-vous le dimanche ?
Do you eat rice every day?,Mangez-vous du riz tous les jours ?
Do you eat rice every day?,Manges-tu du riz tous les jours ?
Do you exercise regularly?,Faites-vous de l'exercice régulièrement ?
Do you have Time magazine?,As-tu le magazine Time ?
Do you have a backup plan?,Est-ce que tu as un plan de secours ?
Do you have a backup plan?,Avez-vous un plan de secours ?
Do you have a better idea?,As-tu une meilleure idée ?
Do you have a better idea?,Avez-vous une meilleure idée ?
Do you have a better idea?,As-tu une meilleure idée ?
Do you have a credit card?,Avez-vous une carte de crédit ?
Do you have a credit card?,Disposes-tu d'une carte de crédit ?
Do you have a credit card?,Disposez-vous d'une carte de crédit ?
Do you have a few minutes?,Avez-vous quelques minutes ?
Do you have a larger size?,Avez-vous une taille plus grande ?
Do you have a lot of time?,As-tu beaucoup de temps ?
"Do you have a mobile, Tom?","Tu as un portable, Tom ?"
Do you have a points card?,Avez-vous une carte de fidélité ?
Do you have a reservation?,Avez-vous réservé ?
Do you have a snow shovel?,As-tu une pelle à neige ?
Do you have a snow shovel?,Avez-vous une pelle à neige ?
Do you have a temperature?,As-tu de la température ?
Do you have a temperature?,Avez-vous de la température ?
Do you have a twin sister?,As-tu une sœur jumelle ?
Do you have a twin sister?,Avez-vous une sœur jumelle ?
Do you have any allergies?,Avez-vous de quelconques allergies ?
Do you have any allergies?,As-tu la moindre allergie ?
Do you have any questions?,Avez-vous des questions ?
Do you have any questions?,As-tu des questions ?
Do you have any questions?,Tu as des questions ?
Do you have any vacancies?,Avez-vous une quelconque chambre de libre ?
Do you have enough energy?,As-tu assez d'énergie ?
Do you have enough energy?,Avez-vous assez d'énergie ?
Do you have laundry to do?,As-tu du linge à laver ?
Do you have laundry to do?,Avez-vous du linge à laver ?
Do you have plans tonight?,As-tu des plans pour ce soir ?
Do you have to work today?,Dois-tu travailler aujourd'hui ?
Do you have to work today?,Devez-vous travailler aujourd'hui ?
Do you have two computers?,As-tu deux ordinateurs ?
Do you have two computers?,Avez-vous deux ordinateurs ?
Do you have your passport?,Avez-vous votre passeport ?
Do you keep a dream diary?,Tenez-vous un journal de rêves ?
Do you know how they knew?,Sais-tu comment ils ont su ?
Do you know how they knew?,Savez-vous comment elles ont su ?
Do you know how to juggle?,Est-ce que tu sais jongler ?
Do you know how to use it?,Sais-tu comment l'utiliser ?
Do you know what Tom does?,Sais-tu ce que fait Tom ?
Do you know what happened?,Sais-tu ce qui est arrivé ?
Do you know what she said?,Sais-tu ce qu'elle a dit ?
Do you know what she said?,Savez-vous ce qu'elle a dit ?
Do you know where he went?,Sais-tu où il est allé ?
Do you know where he went?,Savez-vous où il est allé ?
Do you know where we live?,Savez-vous où nous vivons ?
Do you know where we live?,Sais-tu où nous vivons ?
Do you know who said that?,Sais-tu qui a dit ça ?
Do you know who said that?,Savez-vous qui a dit ça ?
Do you like Japanese food?,Aimez-vous la cuisine japonaise ?
Do you like San Francisco?,Aimes-tu San Francisco ?
Do you like cheeseburgers?,Aimes-tu les cheeseburgers ?
Do you like cheeseburgers?,Aimez-vous les cheeseburgers ?
Do you like ghost stories?,Est-ce que tu aimes les histoires de fantômes ?
Do you like going to work?,Est-ce que tu aimes aller travailler ?
Do you like going to work?,Aimez-vous aller travailler ?
Do you like horror movies?,Aimes-tu les films d'horreur ?
Do you like horror movies?,Aimez-vous les films d'horreur ?
Do you like rock and roll?,Aimes-tu le rock and roll ?
Do you like rock and roll?,Aimez-vous le rock and roll ?
Do you like tea or coffee?,Préfères-tu du thé ou du café ?
Do you like to drink beer?,Aimez-vous la bière ?
Do you mind if I join you?,Voyez-vous un inconvénient à ce que je me joigne à vous ?
Do you mind if I join you?,Vois-tu un inconvénient à ce que je me joigne à toi ?
Do you mind if I sit here?,Vois-tu un inconvénient à ce que je m'asseye ici ?
Do you mind if I sit here?,Voyez-vous un inconvénient à ce que je m'asseye ici ?
Do you mind if we come in?,Vois-tu un inconvénient à ce que nous entrions ?
Do you mind if we come in?,Voyez-vous un inconvénient à ce que nous entrions ?
Do you need a few minutes?,As-tu besoin de quelques minutes ?
Do you need a few minutes?,Avez-vous besoin de quelques minutes ?
Do you need a few minutes?,Te faut-il quelques minutes ?
Do you need a few minutes?,Vous faut-il quelques minutes ?
Do you need anything else?,As-tu besoin de quoi que ce soit d'autre ?
Do you need anything else?,Avez-vous besoin de quoi que ce soit d'autre ?
Do you need to drink wine?,As-tu besoin de boire du vin ?
Do you need to drink wine?,Avez-vous besoin de boire du vin ?
Do you need to drink wine?,A-t-on besoin de boire du vin ?
Do you plan to rent a car?,Avez-vous l'intention de louer une voiture ?
Do you really want to win?,Veux-tu vraiment gagner ?
Do you really want to win?,Voulez-vous vraiment gagner ?
Do you really want to win?,Veux-tu vraiment l'emporter ?
Do you really want to win?,Voulez-vous vraiment l'emporter ?
Do you recognize that man?,Reconnaissez-vous cet homme ?
Do you recognize that man?,Reconnais-tu cet homme ?
Do you still believe that?,Crois-tu encore à cela ?
Do you still believe that?,Croyez-vous toujours cela ?
Do you take me for a fool?,Tu me prends pour un imbécile ?
Do you take me for a fool?,Me prends-tu pour un idiot ?
Do you take me for a fool?,Me prends-tu pour un imbécile ?
Do you take me for a fool?,Tu me prends pour un idiot ?
Do you take me for a fool?,Vous me prenez pour un idiot ?
Do you think I don't care?,Pensez-vous que je m'en fiche ?
Do you think I don't care?,Penses-tu que je m'en fiche ?
Do you think I'm an idiot?,Vous me prenez pour un idiot ?
Do you think I'm to blame?,Penses-tu que je sois fautif ?
Do you think I'm to blame?,Pensez-vous que je sois fautif ?
Do you think I'm too tall?,Penses-tu que je sois trop grand ?
Do you think I'm too tall?,Pensez-vous que je sois trop grand ?
Do you think Tom hates me?,Penses-tu que Tom me déteste ?
Do you think Tom hates me?,Pensez-vous que Tom me déteste ?
Do you think Tom will die?,Penses-tu que Tom va mourir ?
Do you think she's pretty?,Pensez-vous qu'elle soit mignonne ?
Do you think she's pretty?,Penses-tu qu'elle soit mignonne ?
Do you think that'll work?,Penses-tu que ça va marcher ?
Do you think that'll work?,Pensez-vous que cela marchera ?
Do you think this is real?,Penses-tu que ce soit vrai ?
Do you think this is real?,Pensez-vous que ce soit vrai ?
Do you think this'll work?,Penses-tu que ça va marcher ?
Do you think this'll work?,Pensez-vous que ceci va fonctionner ?
Do you use all this stuff?,Utilises-tu tous ces trucs ?
Do you use all this stuff?,Utilisez-vous tous ces trucs ?
Do you want a little cake?,Veux-tu un peu de gâteau ?
Do you want a little cake?,Veux-tu un petit gâteau?
Do you want me to ask Tom?,Tu veux que je demande à Tom ?
Do you want me to ask Tom?,Vous voulez que je demande à Tom ?
Do you want me to ask Tom?,Voulez-vous que je demande à Tom ?
Do you want me to ask Tom?,Veux-tu que je demande à Tom ?
Do you want me to do that?,Voulez-vous que je fasse cela ?
Do you want me to do that?,Tu veux que je fasse ça ?
Do you want me to go home?,Veux-tu que je rentre à la maison ?
