English words/sentences,French words/sentences
Two people say they heard a gunshot.,Deux personnes disent qu'elles ont entendu un coup de feu.
"Unfortunately, I missed all the fun.","Malheureusement, j'ai loupé tout l'amusement."
"Unfortunately, it's not that simple.","Malheureusement, ce n'est pas si simple."
"Unfortunately, that wasn't the case.","Malheureusement, ce n'était pas le cas."
Was your family with you last month?,"Votre famille était-elle avec vous, le mois dernier ?"
Was your family with you last month?,"Ta famille était-elle avec toi, le mois dernier ?"
Watch out! There's a big hole there.,Attention ! Il y a un gros trou là-bas.
Watching movies is very interesting.,Regarder des films est très intéressant.
Water becomes solid when it freezes.,L'eau devient solide quand elle gèle.
Water covers about 70% of the earth.,L'eau recouvre environ 70% de la surface de la Terre.
Water is to fish what air is to man.,L'air est aux hommes ce que l'eau est aux poissons.
We apologize for this inconvenience.,Nous nous excusons pour ce désagrément.
We are going to climb that mountain.,Nous allons gravir cette montagne.
We are going to climb that mountain.,Nous avons l'intention de gravir cette montagne.
We are going to climb that mountain.,Nous allons escalader cette montagne.
We bought Tom an expensive umbrella.,Nous avons acheté à Tom un parapluie qui a coûté cher.
"We can't be sure about that, can we?","Nous ne pouvons pas être sûr à ce propos, n'est-ce pas ?"
We can't choose who our parents are.,On ne choisit pas ses parents.
We can't keep this a secret forever.,Nous ne pouvons le garder secret pour toujours.
"We did have fun together, didn't we?","On s'est bien amusé ensemble, non ?"
We didn't actually see the accident.,"En fait, nous n'avons pas vu l'accident."
"We didn't want to go, but we had to.","Nous ne voulions pas, mais nous avons dû y aller."
We don't have time to do that today.,Nous n'avons pas le temps de le faire aujourd'hui.
We don't want to give too much away.,Nous ne voulons pas donner trop.
We enjoyed playing chess last night.,On a passé un bon moment à jouer aux échecs la nuit dernière.
We found out that he was her father.,Nous avons découvert qu'il était son père.
We found the footprints in the sand.,Nous avons trouvé les empreintes de pas dans le sable.
We get applications from everywhere.,Nous recevons des applications de partout.
We had a heated discussion about it.,Nous avons eu une discussion passionnée à propos de cela.
We had a heated discussion about it.,Nous avons eu une discussion véhémente à ce propos.
We had a short vacation in February.,Nous avons eu de courtes vacances en février.
We had a traditional church wedding.,Nous avons fait un mariage traditionnel à l'église.
We happened to be on the same train.,Il advint que nous nous trouvions dans le même train.
We have a stressful day ahead of us.,Nous avons une journée stressante devant nous.
We have already finished our dinner.,Nous avons déjà fini notre dîner.
We have an important job to do here.,Nous avons un travail important à faire ici.
We have been waiting here for hours.,Ça fait des heures qu'on attend ici.
We have been waiting here for hours.,Nous attendons ici depuis des heures.
We have captured one of their spies.,Nous avons capturé un de leurs espions.
We have four classes in the morning.,Nous avons quatre cours le matin.
We have the situation under control.,Nous avons le contrôle de la situation.
We have three trees in our backyard.,Nous avons trois arbres dans notre jardin.
We have to be careful with expenses.,Nous devons faire attention à nos dépenses.
We have to be careful with expenses.,Il nous faut faire attention à nos dépenses.
We have to be prepared for anything.,Il nous faut être prêts à tout.
We have to clean the house tomorrow.,Nous devons nettoyer la maison demain.
We have to do something to help Tom.,Nous devons faire quelque chose pour aider Tom.
We have to pay attention and listen.,Nous devons être attentifs et écouter.
We haven't seen you for a long time.,Nous ne t'avons pas vu depuis longtemps.
We heard the boy playing the violin.,On a entendu le garçon jouer du violon.
We heard the boy playing the violin.,Nous avons entendu le garçon jouer du violon.
We heard what sounded like gunshots.,Nous avons entendu quelque chose ayant l'air de détonations.
We heard what sounded like gunshots.,Nous avons entendu quelque chose ayant l'air de coups de feu.
We invite you to listen to us again.,Nous vous invitons à nous écouter à nouveau.
We invited ten couples to the party.,Nous avons invité dix couples à la fête.
We look forward to seeing you again.,Il nous tarde de vous revoir.
We look forward to seeing you again.,Il nous tarde de te revoir.
We managed to swim across the river.,Nous parvînmes à traverser la rivière à la nage.
We might as well get this over with.,Nous ferions tout aussi bien de terminer ça.
We must have faith in the president.,Nous devons avoir foi dans le président.
We need something a bit more subtle.,Il nous faut quelque chose d'un peu plus subtil.
We need to find an effective method.,Nous devons trouver une méthode efficace.
We need to take this very seriously.,Nous devons prendre ça très sérieusement.
We often associate black with death.,Nous associons souvent le noir à la mort.
We really hope that you'll be there.,Nous espérons vraiment que tu seras là.
We reported the theft to the police.,Nous avons signalé le vol à la police.
We sat face to face with executives.,Nous étions assis face aux cadres.
We should always try to help others.,Nous devrions toujours essayer d'aider les autres.
We should make use of atomic energy.,Nous devrions faire usage de l'énergie nucléaire.
We should talk calmly to each other.,Nous devrions discuter calmement !
We should use the fireplace tonight.,Nous devrions utiliser le feu ouvert ce soir.
We should've thought of this before.,Nous aurions dû y songer avant.
We shouldn't have tried to help Tom.,Nous n'aurions pas dû essayer d'aider Tom.
We spent the night in a cheap hotel.,Nous passâmes la nuit dans un hôtel bon marché.
We spent the night in a cheap hotel.,Nous avons passé la nuit dans un hôtel pas cher.
We talked a lot about you yesterday.,Nous avons beaucoup parlé de vous hier.
We talked about a variety of topics.,Nous avons parlé d'une variété de sujets.
We talked about a variety of topics.,Nous discutâmes d'une variété de sujets.
We talked to each other for a while.,Nous avons parlé un moment.
We want to take your blood pressure.,Nous souhaitons mesurer votre tension artérielle.
We went on talking about the matter.,Nous avons parlé longuement du sujet.
We were crowded into the small room.,Nous nous sommes retrouvés les uns sur les autres dans la petite pièce.
We were obliged to abandon our plan.,Nous avons été contraints d'abandonner notre plan.
We were obliged to give up our plan.,Nous avons été contraints d'abandonner notre plan.
We were on the same train by chance.,Nous étions par chance dans le même train.
We were under constant surveillance.,Nous étions surveillés de façon permanente.
We weren't prepared for the assault.,Nous n'étions pas préparés pour l'assaut.
We will keep the peace at all costs.,Nous maintiendrons la paix à tout prix.
We won't have time to do that today.,Nous n'aurons pas le temps de le faire aujourd'hui.
We'd better not change the schedule.,Nous ferions mieux de ne pas modifier l'emploi du temps.
We'll get started as soon as we can.,Nous commencerons le plus tôt possible.
We'll get you back home immediately.,Nous allons vous raccompagner chez vous immédiatement.
We'll try even harder the next time.,Alors nous essaierons plus fort la prochaine fois.
We'll try to make a good impression.,Nous essaierons de faire bonne impression.
We're attempting a rescue operation.,Nous tentons une opération de sauvetage.
We're expecting lousy weather today.,"Nous attendons du mauvais temps, aujourd'hui."
We're going to do everything we can.,Nous allons faire tout ce que nous pouvons.
We're going to do everything we can.,On va faire tout ce qu'on peut.
We're going to do everything we can.,Nous allons faire ce que nous pouvons.
We're going to do everything we can.,On va faire ce qu'on peut.
We're going to get you out of there.,On va vous sortir de là.
We're having a party Friday evening.,On fait une fête vendredi soir.
We're headed in the right direction.,Nous nous dirigeons dans la bonne direction.
We're not lost. I know where we are.,Nous ne nous sommes pas perdus. Je sais où nous nous trouvons.
We're still investigating the cause.,Nous enquêtons toujours sur la cause.
We've already sent a message to Tom.,Nous avons déjà envoyé un message à Tom.
We've come here to help you do that.,Nous sommes venus ici pour vous aider à le faire.
We've done it twice in three months.,Nous l'avons fait deux fois en trois mois.
We've got a really big problem here.,On a vraiment un gros problème.
We've got bigger problems than that.,Nous avons de plus gros problèmes que ça.
We've got to take Tom to the doctor.,Nous devons emmener Tom au docteur.
"We've looked everywhere, haven't we?","Nous avons regardé partout, n'est-ce pas ?"
We've never had this problem before.,Nous n'avons jamais eu ce problème avant.
We've never tried doing it that way.,Nous n'avons jamais essayé de le faire de cette manière.
We've remade this video three times.,Nous avons refait cette vidéo trois fois.
We've started to recycle newspapers.,Nous avons commencé à recycler les journaux.
"Well, stranger things have happened.","Eh bien, des choses plus étranges sont survenues."
Were there any glasses on the table?,Y avait-il des verres sur la table ?
Whales are similar to fish in shape.,Les baleines ressemblent aux poissons dans leur forme.
What I want is some peace and quiet.,"Ce que je veux, c'est de la tranquillité et du calme."
What are the dimensions of the room?,Quelles sont les dimensions de cette pièce ?
What are you doing with these dolls?,Qu'êtes-vous en train de faire avec ces poupées ?
What are you doing with these dolls?,Qu'es-tu en train de faire avec ces poupées ?
What are you getting so upset about?,Qu'est-ce qui te préoccupe ?
What are you trying to hide from me?,Qu'essayes-tu de me cacher ?
What are your instincts telling you?,Que vous dit votre instinct ?
What are your instincts telling you?,Que te dit ton instinct ?
What are your plans for the weekend?,Quels sont tes plans pour le week-end ?
What could possibly have gone wrong?,Qu'est-ce qui a bien pu mal se passer ?
What did Tom give you for Christmas?,Que t'as offert Tom pour Noël ?
What did Tom give you for Christmas?,Qu'est-ce que Tom t'a offert à Noël ?
What did you come here so early for?,Pourquoi t'es-tu levé aussi tôt ?
What did you do during the holidays?,Qu'avez-vous fait pendant les fêtes ?
What direction does your house face?,À quelle direction votre maison fait-elle face ?
What direction does your house face?,Ta maison fait face à quelle direction ?
What do you feel like doing tonight?,Qu'as-tu envie de faire ce soir ?
What do you feel like doing tonight?,Qu'avez-vous envie de faire ce soir ?
What do you intend to do about that?,Qu'avez-vous l'intention de faire à ce sujet ?
What do you intend to do about that?,Qu'as-tu l'intention de faire pour ça ?
"What do you mean, you can't help me?",Que veux-tu dire que tu ne peux pas m'aider ?
"What do you mean, you can't help me?",Que voulez-vous dire que vous ne pouvez pas m'aider ?
What do you say to calling it a day?,Que dis-tu de nous arrêter ?
What do you say to calling it a day?,Que dites-vous de nous arrêter ?
What do you think about this outfit?,Que penses-tu de cette tenue ?
What do you think about this outfit?,Que pensez-vous de cette tenue ?
What do you think of his suggestion?,Que penses-tu de sa proposition ?
What do you think of his suggestion?,Que pensez-vous de sa suggestion ?
What does Tom want for his birthday?,Que veut Tom pour son anniversaire ?
What does it feel like to be famous?,Quelle impression cela fait-il d'être célèbre ?
What gives you the right to do that?,Qu'est-ce qui te donne le droit de faire ça ?
What gives you the right to do that?,Qu'est-ce qui vous donne le droit de faire cela ?
What happens if I press this button?,Que se passe-t-il si j'appuie sur ce bouton ?
What happens if I press this button?,Qu'arrive-t-il si j'appuie sur ce bouton ?
What happens if I press this button?,Qu'est-ce qui se produit si j'appuie sur ce bouton ?
What he said turned out to be a lie.,Ce qu'il a dit s'est avéré être un mensonge.
What is this fish called in English?,Comment nomme-t-on ce poisson en anglais ?
What kind of bread do you like best?,Quel type de pain préférez-vous ?
What kind of bread do you like best?,Quelle sorte de pain aimes-tu le plus ?
What kind of dessert would you like?,Quel genre de dessert veux-tu ?
What kind of fool do you think I am?,Vous me prenez pour un idiot ?
What kind of music do you listen to?,Quel genre de musique écoutez-vous ?
What kind of music do you listen to?,Quel genre de musique est-ce que tu écoutes ?
What on earth are you talking about?,"Mais enfin, de quoi parlez-vous donc ?"
What on earth are you trying to say?,Que diable essayez-vous de dire ?
What part of Australia are you from?,De quel coin de l'Australie venez-vous ?
What part of Australia are you from?,De quel coin de l'Australie viens-tu ?
What part of Australia are you from?,De quelle partie de l'Australie venez-vous ?
What part of Australia are you from?,De quelle partie de l'Australie viens-tu ?
What products are currently on sale?,Quels produits sont actuellement en vente ?
What sorts of weapons did they have?,Quels types d'armes possédaient-ils ?
What sorts of weapons did they have?,Quels types d'armes possédaient-elles ?
What time do you want me to be here?,À quelle heure veux-tu que je sois là ?
What time does the next train leave?,À quelle heure part le prochain train ?
What time does the next train leave?,À quelle heure part le prochain train ?
What vegetables do you usually grow?,"Quels légumes faites-vous pousser, d'ordinaire ?"
What vegetables do you usually grow?,"Quels légumes fais-tu pousser, d'ordinaire ?"
What was it that he was looking for?,Que cherchait-il ?
What was it that we were told to do?,C'est quoi qu'on nous a dit de faire ?
What was it that we were told to do?,Qu'est-ce qu'on nous a demandé de faire ?
What was the cause of the explosion?,Quelle était la cause de l'explosion ?
What were you and Tom talking about?,De quoi Tom et toi parliez-vous ?
What were you doing at the hospital?,Qu'est-ce que tu faisais à l'hôpital ?
What were you doing at the hospital?,Que faisiez-vous à l'hôpital ?
What will losing the war mean to us?,Que signifiera pour nous de perdre la guerre ?
What would I do if they really came?,Que ferais-je s'ils venaient vraiment ?
What would I do if they really came?,Que ferais-je si elles venaient vraiment ?
What would the world do without tea?,Que serait le monde sans thé ?
What would you do in this situation?,Que feriez-vous dans une telle situation ?
What would you do in this situation?,Qu'est-ce que tu ferais dans une situation pareille ?
What's the best cure for loneliness?,Quel est le meilleur remède contre la solitude ?
What's the best way to learn French?,Quelle est la meilleure façon d'apprendre le français ?
What's the combination for the safe?,Quelle est la combinaison du coffre ?
What's the destination of this ship?,Quelle est la destination de ce bateau ?
What's the difference between these?,Quelle est la différence entre ceux-ci ?
What's the difference between these?,Quelle est la différence entre celles-ci ?
What's the most fun you've ever had?,Quelle est la plus grosse rigolade que tu aies eue ?
What's the most fun you've ever had?,Quelle est la plus grosse partie de plaisir que vous ayez eue ?
What's the nature of your emergency?,Quelle est la nature de votre urgence ?
What's the world's highest mountain?,Quelle est la montagne la plus haute au monde ?
What's the world's highest mountain?,Quelle est la montagne la plus haute du monde ?
What's your favorite breakfast food?,Qu’est-ce que vous préférez manger au petit déjeuner ?
What's your favorite breakfast food?,Qu’est-ce que tu préfères manger au petit déjeuner ?
What's your favorite lipstick brand?,Quelle est ta marque de rouge à lèvres préférée ?
What's your favorite lipstick color?,Quelle est ta couleur de rouge à lèvres préférée ?
What's your favorite tongue twister?,Quel est ton virelangue préféré ?
What's your theory on what happened?,Quelle est ta théorie quant à ce qui s'est passé ?
What's your theory on what happened?,Quelle est votre théorie quant à ce qui s'est passé ?
What's your theory on what happened?,Quelle est ta théorie quant à ce qui est survenu ?
What's your theory on what happened?,Quelle est votre théorie quant à ce qui est survenu ?
What's your theory on what happened?,Quelle est ta théorie quant à ce qui a eu lieu ?
What's your theory on what happened?,Quelle est votre théorie quant à ce qui a eu lieu ?
What's your theory on what happened?,Quelle est ta théorie quant à ce qui est arrivé ?
What's your theory on what happened?,Quelle est votre théorie quant à ce qui est arrivé ?
Whatever can go wrong will go wrong.,Tout ce qui peut aller de travers le fera.
Whatever can go wrong will go wrong.,Tout ce qui peut foirer foirera.
"When I grow up, I want to be a king.","Lorsque je serai grand, je veux être roi."
"When I heard that, I started to cry.","Quand j'ai entendu cela, j'ai commencé à pleurer."
When did you begin studying English?,Quand as-tu commencé à apprendre l'anglais ?
When did you begin studying English?,Quand avez-vous commencé à apprendre l'anglais ?
When did you begin to learn English?,Quand as-tu commencé à apprendre l'anglais ?
When did you begin to learn English?,Quand avez-vous commencé à apprendre l'anglais ?
When did you start wearing contacts?,Quand as-tu commencé à porter des lentilles de contact ?
When did you start wearing contacts?,Quand avez-vous commencé à porter des lentilles de contact ?
When will the new magazine come out?,Quand le nouveau magazine paraîtra-t-il ?
When will you get through with work?,Quand en aurez-vous terminé avec le travail ?
When will you get through with work?,Quand en auras-tu terminé avec le travail ?
When would it be convenient for you?,Quand est-ce que ça vous arrangera ?
When would it be convenient for you?,Quand est-ce que ça vous arrange ?
"When you love what you do, it shows.","Quand tu aimes ce que tu fais, ça se voit."
"Whenever I see this, I remember him.","Chaque fois que je vois ça, je me souviens de lui."
Where did you find such an ugly hat?,Où as-tu dégoté un chapeau aussi laid ?
Where did you get that orange scarf?,Où as-tu eu cette écharpe orange ?
Where did you get that orange scarf?,Où est-ce que tu as eu cette écharpe orange ?
Where did you learn to speak French?,Où as-tu appris à parler français ?
Where did you learn to speak French?,Où avez-vous appris à parler français ?
Where is the nearest police station?,Où est le poste de police le plus proche ?
"Where there's a will, there's a way.",Vouloir c'est pouvoir.
"Where there's a will, there's a way.","Là où il y a une volonté, il y a un chemin."
"Wherever you go, you'll be welcomed.","Où que vous alliez, vous serez bienvenu."
"Wherever you go, you'll be welcomed.","Partout où tu iras, tu seras bienvenu."
"Wherever you go, you'll be welcomed.","Où que vous alliez, vous serez bienvenue."
"Wherever you go, you'll be welcomed.","Partout où tu iras, tu seras bienvenue."
"Wherever you go, you'll be welcomed.","Où que vous alliez, vous serez bienvenus."
"Wherever you go, you'll be welcomed.","Où que vous alliez, vous serez bienvenues."
Which applications do you like best?,Quelles applications préférez-vous ?
Which applications do you like best?,Quelles applications préfères-tu ?
Which plan do you believe is better?,"Quel est le meilleur plan, selon toi ?"
Which shoes are you going to put on?,Quelles chaussures vas-tu mettre ?
Which shoes are you going to put on?,Quelles chaussures allez-vous mettre ?
"While reading a book, I fell asleep.","En lisant un livre, je me suis endormi."
Who are you spending Christmas with?,Avec qui passes-tu Noël ?
Who are you spending Christmas with?,Avec qui passez-vous Noël ?
Who are you? What're you doing here?,Qui es-tu ? Que fais-tu ici ?
Who are you? What're you doing here?,Qui êtes-vous ? Que faites-vous ici ?
Who could resist an offer like that?,Qui pourrait résister à une offre pareille ?
Who could resist an offer like that?,Qui pourrait résister à une offre comme ça ?
"Who kissed Tom first, Mary or Alice?","Qui a embrassé Tom la première, Mary ou Alice ?"
Who told you that we should do that?,Qui vous a dit que nous devrions faire cela ?
Who told you that we should do that?,Qui t'a dit qu'on devrait faire ça ?
Who was the man you were talking to?,Qui est l'homme à qui vous parliez ?
Who was the man you were talking to?,Qui est l'homme à qui tu parlais ?
Who would you recommend for the job?,Qui recommanderais-tu pour le travail ?
Who would you recommend for the job?,Qui recommanderiez-vous pour le travail ?
Who's Tom? Is he your new boyfriend?,Qui est Tom? C'est ton nouveau copain ?
Who's the composer of this symphony?,Qui est le compositeur de cette symphonie ?
Who's the girl in a yellow raincoat?,Qui est la fille avec l'imperméable jaune ?
Why are people afraid of the police?,Pourquoi les gens ont-ils peur de la police ?
Why are people scared of the police?,Pourquoi les gens ont-ils peur de la police ?
Why are we still talking about this?,Pourquoi en parlons-nous encore ?
Why are we still talking about this?,Pourquoi parlons-nous encore de ça ?
Why are you looking at me like that?,Pourquoi me regardez-vous ainsi ?
Why are you looking at me like that?,Pourquoi me regardes-tu ainsi ?
Why are you picking a fight with me?,Pourquoi me cherchez-vous querelle ?
Why are you picking a fight with me?,Pourquoi me cherches-tu querelle ?
Why are you staring at me like that?,Pourquoi me fixes-tu comme ça ?
Why are you trying to make me laugh?,Pourquoi essaies-tu de me faire rire ?
Why are you trying to make me laugh?,Pourquoi essayez-vous de me faire rire ?
Why did you become a police officer?,Pourquoi êtes-vous devenu agent de police ?
Why did you go over my head on this?,Pourquoi m'es-tu passé par-dessus pour ça ?
Why did you invite Tom to the party?,Pourquoi as-tu invité Tom à la fête ?
Why did you wait so long to kiss me?,Pourquoi as-tu attendu si longtemps pour m'embrasser ?
Why did you wait so long to kiss me?,Pourquoi avez-vous attendu si longtemps pour m'embrasser ?
Why didn't you tell me that earlier?,Pourquoi ne m'as-tu pas dit cela plus tôt ?
Why didn't you tell me that earlier?,Pourquoi ne m'avez-vous pas dit cela plus tôt ?
Why do we have to decide this today?,Pourquoi devons-nous décider ceci aujourd'hui ?
Why do we have to do this right now?,Pourquoi devons-nous faire ceci immédiatement ?
Why don't they just come and get us?,Pourquoi ne viennent-ils pas simplement nous arrêter ?
Why don't they just come and get us?,Pourquoi ne viennent-elles pas simplement nous prendre ?
Why don't we just sit here and talk?,Pourquoi ne nous asseyons-nous pas ici pour parler ?
Why don't we start at the beginning?,Pourquoi ne commençons-nous pas par le début ?
Why don't we start at the beginning?,Pourquoi ne commençons-nous pas au commencement ?
Why don't you play something for me?,Pourquoi ne joues-tu pas quelque chose pour moi ?
Why don't you play something for me?,Pourquoi ne jouez-vous pas quelque chose pour moi ?
Why don't you play something for me?,Pourquoi ne me joues-tu pas quelque chose ?
Why don't you play something for me?,Pourquoi ne me jouez-vous pas quelque chose ?
Why don't you sing something for me?,Pourquoi ne chantes-tu pas quelque chose pour moi ?
Why don't you sing something for me?,Pourquoi ne chantez-vous pas quelque chose pour moi ?
Why don't you sit down for a moment?,Pourquoi ne t'assieds-tu pas un moment ?
Why don't you sit down for a moment?,Pourquoi ne vous asseyez-vous pas un moment ?
