English words/sentences,French words/sentences
They showed it to our company.,Elles l'ont montré à nos convives.
They started at the same time.,Ils ont commencé en même temps.
They stayed at a luxury hotel.,Ils ont séjourné dans un hôtel de luxe.
They stayed at a luxury hotel.,Elles ont séjourné dans un hôtel de luxe.
They strolled along the beach.,Ils se promenèrent le long de la plage.
They strolled along the beach.,Elles se promenèrent le long de la plage.
They used a high-speed camera.,Ils ont utilisé un appareil photo à haute vitesse.
They waited for him for hours.,Ils attendirent des heures après lui.
They wanted me out of the way.,Ils voulaient me mettre à l'écart.
They went their separate ways.,Ils sont partis chacun de leur côté.
They were admiring themselves.,Ils s'admiraient eux-mêmes.
They were enjoying themselves.,Ils s'amusaient.
They were enjoying themselves.,Ils étaient en train de s'amuser.
They were enjoying themselves.,Elles s'amusaient.
They were enjoying themselves.,Elles étaient en train de s'amuser.
They were free at that moment.,Ils étaient libres à ce moment.
They were watching television.,Ils regardaient la télévision.
They were watching television.,Ils étaient en train de regarder la télévision.
They will hold talks tomorrow.,Ils auront des discussions demain.
They will hold talks tomorrow.,Elles auront des discussions demain.
They will hold talks tomorrow.,Ils auront des pourparlers demain.
They will hold talks tomorrow.,Elles auront des pourparlers demain.
They will hold talks tomorrow.,"Ce sont eux qui auront des pourparlers, demain."
They will hold talks tomorrow.,"Ce sont elles qui auront des pourparlers, demain."
They will take the 8:30 train.,Ils prendront le train de 8h30.
They won't give themselves up.,Ils ne se rendront pas.
They won't tell you the truth.,Ils ne te diront pas la vérité.
They won't tell you the truth.,Ils ne vous diront pas la vérité.
They won't tell you the truth.,Elles ne vous diront pas la vérité.
They won't tell you the truth.,Elles ne te diront pas la vérité.
They worked through the night.,Elles travaillèrent toute la nuit.
They worked through the night.,Elles ont travaillé toute la nuit.
They worked through the night.,Ils travaillèrent toute la nuit.
They worked through the night.,Ils ont travaillé toute la nuit.
They'll never know we're here.,Ils ne sauront jamais que nous sommes là.
They'll never know we're here.,Elles ne sauront que nous sommes là.
They'll wait for us to arrive.,Ils vont attendre que nous arrivions.
They're not going to catch us.,Ils ne vont pas nous attraper.
They're not prepared for this.,Elles ne sont pas préparées à ceci.
They're not prepared for this.,Ils ne sont pas préparés à ça.
They're related to each other.,Ils sont apparentés.
They're smiling at each other.,Ils se sourient.
They're smiling at each other.,Elles se sourient.
They're the cream of the crop.,Ils forment le dessus du panier.
They're the cream of the crop.,Elles forment le dessus du panier.
They're walking without shoes.,Ils marchent pieds nus.
Things are not what they seem.,Les choses ne sont pas ce qu'elles paraissent.
Things are not what they seem.,Les choses ne sont pas ce qu'elles semblent être.
Things did not go as intended.,Les choses ne se sont pas déroulées comme prévu.
Thirteen percent were opposed.,Treize pour cent étaient contre.
This apple has started to rot.,Cette pomme a commencé à pourrir.
This biography is fascinating.,Cette biographie est fascinante.
This book is full of mistakes.,Ce livre est plein de fautes.
This book isn't worth reading.,Ce livre ne vaut pas le coup d'être lu.
This book sells well in Japan.,Ce livre se vend bien au Japon.
This box contains five apples.,Cette boîte contient cinq pommes.
This box is made of cardboard.,Cette boîte est faite de carton.
This box is made of cardboard.,Cette caisse est faite de carton.
This bread smells really good.,Ce pain sent vraiment très bon.
This bridge is built of stone.,Ce pont est fait de pierres.
This bridge is built of stone.,Ce pont est de pierre.
This camera is Tom's favorite.,Cet appareil photo est le favori de Tom.
This camera is very expensive.,Cet appareil photo est très cher.
This candy costs eighty cents.,Cette sucrerie coûte huitante centimes.
This car doesn't belong to me.,Cette voiture ne m'appartient pas.
This car is used by my father.,Cette voiture est utilisée par mon père.
This castle was built in 1610.,Ce château a été construit en 1610.
This chair is made of plastic.,Cette chaise est en plastique.
This chimney is made of brick.,Cette cheminée est de briques.
This chimney is made of brick.,Cette cheminée est faite de briques.
This clock seems to be broken.,Cette horloge semble cassée.
This coffee is not hot enough.,Ce café n'est pas assez chaud.
This couch is not comfortable.,Ce canapé n'est pas confortable.
This device may come in handy.,Ce dispositif peut se révéler bien utile.
This doesn't look good at all.,Ça ne me dit rien qui vaille.
This dog eats almost anything.,Ce chien mange pratiquement n'importe quoi.
This fruit doesn't taste good.,Ce fruit n'a pas bon goût.
This girl is driving me crazy.,Cette fille me rend dingue.
"This house is mine, not yours.","Cette maison est la mienne, pas la tienne."
"This house is mine, not yours.","Cette maison est la mienne, pas la vôtre."
"This is Tom's shirt, not mine.","C'est la chemise de Tom, pas la mienne."
This is a difficult situation.,C'est une situation difficile.
This is a hundred dollar bill.,C'est une facture de cent dollars.
This is a hundred dollar bill.,C'est un billet de cent dollars.
This is a little gift for you.,C'est un petit cadeau pour vous.
This is a recipe for disaster.,C'est la recette du désastre.
This is a short term solution.,C'est une solution à court terme.
This is a stressful situation.,C'est une situation stressante.
This is a very low-stress job.,C'est un travail de très faible contrainte.
This is an opera in five acts.,C'est un opéra en cinq actes.
This is an option to consider.,C'est une possibilité à envisager.
This is delicious. What is it?,C'est délicieux. Qu'est-ce que c'est?
This is exactly what I needed.,C'est exactement ce dont j'avais besoin.
This is exactly what I needed.,C'est exactement ce qu'il me fallait.
This is how I learned English.,Et ainsi ai-je appris l'anglais.
This is how I learned English.,C'est ainsi que j'ai appris l'anglais.
This is how I met your mother.,C'est comme cela que j'ai rencontré ta mère.
This is my natural hair color.,Je ne me teins pas les cheveux.
This is no place for children.,Ce n'est pas un endroit pour les enfants.
This is none of your business.,Ce ne sont pas tes affaires.
This is none of your business.,Cela ne vous regarde pas.
This is not going to end well.,Ça ne va pas bien finir.
This is not going to end well.,Ça ne va pas bien se terminer.
This is something to consider.,C'est quelque chose à prendre en considération.
This is still not good enough.,Ce n'est toujours pas assez bon.
This is the boy who helped me.,C'est le garçon qui m'a aidé.
This is the life that I chose.,C'est la vie que j'ai choisie.
This is what I can do for you.,C'est ce que je peux faire pour vous.
This is where I draw the line.,C'est là ma limite.
This is where my father works.,C'est l'endroit où travaille mon père.
This is worth one million yen.,Ceci vaut un million de yen.
This is your captain speaking.,C'est votre capitaine qui s'adresse à vous.
This is your last opportunity.,C'est ta dernière chance.
This is your last opportunity.,C'est votre dernière chance.
This isn't a believable story.,Ce n'est pas une histoire crédible.
This isn't what Tom needs now.,Ce n'est pas ce dont Tom a besoin maintenant.
This isn't what it looks like.,Ce n'est pas ce que ça semble être.
This job is beyond my ability.,Ce travail dépasse ma compétence.
This key won't go in the lock.,Cette clef ne rentre pas dans la serrure.
This knife has served me well.,Ce couteau m'a beaucoup servi.
This law applies to everybody.,Cette loi s'applique pour tout le monde.
This medicine tastes horrible.,Ce médicament a un goût atroce.
This medicine tastes terrible.,Ce médicament a un goût atroce.
This movie is for adults only.,Ce film est seulement pour adultes.
"This place is large, isn't it?","Cette place est grande, n'est-ce pas ?"
This place isn't safe anymore.,Cet endroit n'est plus sûr.
This problem is hard to solve.,Ce problème est difficile à résoudre.
This problem is not avoidable.,Ce problème est inévitable.
This product is well-designed.,Ce produit est bien conçu.
This really isn't that simple.,Ce n'est vraiment pas si simple.
This road needs to be repaved.,Cette route a besoin d'être repavée.
This room is too small for us.,Cet espace est trop réduit pour nous.
This room is too small for us.,Cette pièce est trop petite pour nous.
"This rope is strong, isn't it?","Cette corde est résistante, n'est-ce pas ?"
This rope isn't strong enough.,Cette corde n'est pas assez solide.
"This rule applies to you, too.",Cette règle s'applique à toi aussi.
This ship was ten meters long.,Ce bateau mesurait dix mètres.
This shirt needs to be washed.,Cette chemise doit être lavée.
This shirt needs to be washed.,Cette chemise a besoin d'être lavée.
This soup is too salty to eat.,Cette soupe est trop salée pour être mangée.
This soup tastes really great.,Cette soupe est vraiment très bonne.
This stays between you and me.,Ceci reste entre toi et moi.
This stays between you and me.,Ceci reste entre vous et moi.
This story has a happy ending.,Cette histoire se termine bien.
This story is too predictable.,Cette histoire est trop prévisible.
This summer is incredibly hot.,Cet été est incroyablement chaud.
This tastes pretty good to me.,Je trouve que ça a assez bon goût.
This time I'm very optimistic.,"Cette fois, je suis très optimiste."
This time I've outdone myself.,"Cette fois-ci, je me suis surpassée."
This tree does not bear fruit.,Cet arbre ne porte de fruits.
This umbrella looks like mine.,Ce parapluie ressemble au mien.
This was a premeditated crime.,C'était un crime prémédité.
This was built since long ago.,On a construit cela il y a longtemps.
This website seems quite good.,Ce site a l'air pas mal.
This will have to be replaced.,Ceci devra être remplacé.
This word has three syllables.,Ce mot a trois syllabes.
This work is difficult for us.,Ce travail est difficile pour nous.
Those colors go well together.,Ces couleurs vont bien ensemble.
Those shoes are old fashioned.,Ces chaussures sont démodées.
Those three are his daughters.,Ces trois-là sont ses filles.
"To my surprise, she was alive.","À ma surprise, elle était vivante."
Today is my sister's birthday.,"Aujourd'hui, c'est l'anniversaire de ma sœur."
Today is tomorrow's yesterday.,Aujourd'hui est l'hier de demain.
"Today, I went to the doctor's.",Aujourd'hui je suis allé chez le médecin.
"Today, I went to the doctor's.","Aujourd'hui, j'ai été chez le médecin."
"Today, I went to the doctor's.","Aujourd'hui, j'ai été voir le toubib."
Tokyo is bigger than Yokohama.,Tokyo est plus grande que Yokohama.
Tokyo is larger than Yokohama.,Tokyo est plus grande que Yokohama.
Tokyo is the capital of Japan.,Tokyo est la capitale du Japon.
Tom admitted that it was true.,Tom a admis que c'était vrai.
Tom advised us not to do that.,Tom nous a conseillé de ne pas faire cela.
Tom already knows how to read.,Tom sait déjà lire.
Tom and I don't usually agree.,Tom et moi ne sommes habituellement pas d'accord.
Tom and I used to fight a lot.,Tom et moi nous battions beaucoup.
Tom and Mary decided to leave.,Tom et Marie ont décidé de partir.
Tom and Mary decided to leave.,Tom et Marie décidèrent de partir.
Tom and Mary decided to leave.,Tom et Mary décidèrent de partir.
Tom and Mary grew up together.,Tom et Marie ont grandi ensemble.
Tom and Mary joined the group.,Tom et Mary ont rejoint le groupe.
Tom and Mary loved each other.,Tom et Marie s'aimaient.
Tom and Mary studied together.,Tom et Marie ont étudié ensemble.
Tom and Mary studied together.,Tom et Mary ont étudié ensemble.
Tom asked Mary for assistance.,Tom demanda à Marie de l'aider.
Tom asked an awkward question.,Tom a posé une question embarrassante.
Tom asked an awkward question.,Tom posa une question embarrassante.
Tom asked me who that man was.,Tom m'a demandé qui était cet homme.
Tom asked me who that man was.,Tom me demanda qui était cet homme.
Tom ate a gluten-free pretzel.,Tom a mangé un bretzel sans gluten.
Tom ate both of my sandwiches.,Tom a mangé mes deux sandwichs.
Tom ate the rest of the pizza.,Tom mangea le reste de la pizza.
Tom began to search the house.,Tom a commencé à fouiller la maison.
Tom began to search the house.,Tom commença à fouiller la maison.
Tom began to worry about Mary.,Tom commença à se faire du souci pour Marie.
Tom believes everything I say.,Tom croit tout ce que je dis.
Tom bought a camera yesterday.,Tom a acheté un appareil photo hier.
Tom bought a present for Mary.,Tom a acheté un cadeau pour Mary.
Tom bought a very good camera.,Tom a acheté un très bon appareil photo.
Tom called Mary at about 2:30.,Tom a appelé Marie vers deux heures et demie.
Tom came here to study French.,Tom est venu ici pour étudier le français.
Tom can run faster than I can.,Tom peut courir plus vite que moi.
Tom can speak French fluently.,Tom parle couramment le français.
Tom can speak three languages.,Tom peut parler trois langues.
Tom can't rely on Mary's help.,Tom ne peut pas compter sur l'aide de Mary.
Tom certainly deserves praise.,"Sans aucun doute, Tom mérite des louanges."
Tom certainly enjoys his wine.,Tom apprécie certainement son vin.
Tom certainly got the message.,Tom a certainement reçu le message.
Tom continued to talk to Mary.,Tom a continué à parler à Marie.
Tom continued to talk to Mary.,Tom continua à parler à Marie.
Tom could face life in prison.,Tom pourrait faire face à l’emprisonnement à perpétuité.
Tom could've done much better.,Tom aurait pu faire beaucoup mieux.
Tom couldn't help showing off.,Tom ne pouvait s'empêcher de frimer.
Tom couldn't sleep last night.,Tom n'a pas pu dormir la nuit dernière.
Tom decided to enter the room.,Tom décida d'entrer dans la salle.
Tom despises people who smoke.,Tom méprise les gens qui fument.
Tom did a fantastic job today.,Tom a fait un travail fantastique aujourd'hui.
Tom did something very stupid.,Tom a fait quelque chose de très stupide.
Tom did something very stupid.,Tom fit quelque chose de très stupide.
Tom did that against his will.,Tom a fait cela contre sa volonté.
Tom didn't act quickly enough.,Tom n'a pas agi assez vite.
Tom didn't act quickly enough.,Tom n'agit pas assez rapidement.
Tom didn't even try to get up.,Tom n'a même pas essayé de se lever.
Tom didn't expect that answer.,Tom ne s'attendait pas à cette réponse.
Tom didn't give Mary a chance.,Tom ne donna pas une chance à Mary.
Tom didn't give it back to me.,Tom ne me l'a pas rendu.
Tom didn't give it back to me.,Tom ne me l'a pas rendue.
Tom didn't go to the hospital.,Tom n'est pas allé à l'hôpital.
Tom didn't have anything else.,Tom n'avait rien d'autre.
Tom didn't have time to react.,Tom n'a pas eu le temps de réagir.
Tom didn't respond right away.,Tom n'a pas répondu tout de suite.
Tom didn't respond right away.,Tom ne répondit pas tout de suite.
Tom didn't say anything to me.,Tom ne m'a rien dit.
Tom didn't seem all that busy.,Tom n'a pas paru si occupé.
Tom didn't sign the agreement.,Tom n'a pas signé l'accord.
Tom didn't take off his shirt.,Tom n'a pas enlevé sa chemise.
Tom died from a drug overdose.,Tom est mort d'une overdose.
Tom died in Australia in 2013.,"Tom est mort en Australie, en 2013."
Tom died in Australia in 2013.,"Tom mourut en Australie, en 2013."
Tom died suddenly of a stroke.,Tom est mort subitement d'une attaque.
Tom does nothing but watch TV.,Tom ne fait que regarder la télévision.
Tom doesn't eat between meals.,Tom ne mange pas entre les repas.
Tom doesn't even know I exist.,Tom ne sait même pas que j'existe.
Tom doesn't even know my name.,Tom ne connaît même pas mon nom.
Tom doesn't even like driving.,Tom n'aime même pas conduire.
Tom doesn't have a TV at home.,Tom n'a pas de téléviseur chez lui.
Tom doesn't keep his promises.,Tom ne tient pas ses promesses.
Tom doesn't like living alone.,Tom n'aime pas vivre seul.
Tom doesn't like poker at all.,Tom n'aime pas du tout le poker.
Tom doesn't like potato salad.,Tom n'aime pas la salade de pommes de terre.
Tom doesn't like taking risks.,Tom n'aime pas prendre de risques.
Tom doesn't look like a rebel.,Tom n'a pas l'air d'un rebelle.
Tom doesn't read much anymore.,Tom ne lit plus beaucoup.
Tom doesn't seem much happier.,Tom n'a pas l'air plus heureux.
Tom doesn't seem to know Mary.,Tom ne semble pas connaître Marie.
Tom doesn't understand French.,Tom ne comprend pas le français.
Tom doesn't want Mary to work.,Tom ne veut pas que Mary travaille.
Tom doesn't want to be a hero.,Tom ne veut pas être un héros.
Tom doesn't want to lose Mary.,Tom ne veut pas perdre Mary.
Tom doesn't work here anymore.,Tom ne travaille plus ici.
Tom dozed off in French class.,Tom somnola en cours de français.
Tom drinks milk every morning.,Tom boit du lait tous les matins.
Tom fell asleep while reading.,Tom s'est endormi pendant qu'il lisait.
Tom fell down into the ravine.,Tom tomba dans le ravin.
Tom flirted with the waitress.,Tom a flirté avec la serveuse.
Tom followed me to the garage.,Tom me suivit au garage.
Tom followed me to the garage.,Tom m'a suivi au garage.
Tom followed me to the garage.,Tom m'a suivie au garage.
Tom forgot to do his homework.,Tom a oublié de faire ses devoirs.
Tom found a job as a mechanic.,Tom a trouvé un emploi comme mécanicien.
Tom found a job as a mechanic.,Tom a trouvé un travail de mécanicien.
Tom found me a French teacher.,Tom m'a trouvé un professeur de français.
Tom found no one in the house.,Tom ne trouva personne dans la maison.
Tom found no one in the house.,Tom n'a trouvé personne dans la maison.
