English words/sentences,French words/sentences
"I never wanted this, either.",Je n'ai jamais voulu ceci non plus.
I never wore that hat again.,Je n'ai jamais reporté ce chapeau.
I no longer have a headache.,Je n'ai plus mal à la tête.
I often have ear infections.,J'ai souvent des infections aux oreilles.
I often have the same dream.,Je fais souvent le même rêve.
I often ignore Tom's advice.,J'ignore souvent les conseils de Tom.
I only ask out of curiosity.,Je demande juste par curiosité.
I only did the bare minimum.,Je n'ai fait que le strict minimum.
I only drink to be sociable.,Je ne bois que par sociabilité.
I only have one friend left.,Il ne me reste qu'un seul ami.
I only study in the library.,J'étudie seulement à la bibliothèque.
I only took a bite of bread.,Je n'ai mangé qu'un morceau de pain.
I only wanted to be helpful.,Je voulais juste être utile.
I only wanted to be helpful.,Je voulais juste me rendre utile.
I opened a checking account.,J'ai ouvert un compte-chèques.
I owe you a sincere apology.,Je vous dois de sincères excuses.
I owe you a sincere apology.,Je te dois de sincères excuses.
I painted a picture for you.,J'ai peint un tableau pour vous.
I parked my car by the gate.,J'ai garé ma voiture près du portail.
I plan to never get married.,Je prévois de ne jamais me marier.
I plan to stay there a week.,J'ai l'intention de rester ici une semaine.
I play tennis an hour a day.,Je fais du tennis une heure par jour.
I play tennis an hour a day.,Je fais une heure de tennis par jour.
I prefer reading to writing.,Je préfère la lecture à l'écriture.
I prefer soccer to baseball.,Je préfère le football au baseball.
I prefer to do it by myself.,Je préfère le faire tout seul.
I prefer to do it by myself.,Je préfère le faire toute seule.
I prefer to do it on my own.,Je préfère le faire seul.
I prefer to write in French.,Je préfère écrire en français.
I prefer walking to cycling.,Je préfère la marche à la bicyclette.
I promise I'll pay you back.,Je te promets que je te rembourserai.
I promise I'll pay you back.,Je vous promets que je vous rembourserai.
I promise you I'll help you.,Je te promets de t'aider.
I promise you I'll help you.,Je vous promets de vous aider.
I promise you I'll help you.,Je promets que je vous aiderai.
I promise you I'll help you.,Je promets que je t'aiderai.
I pulled as hard as I could.,J'ai tiré aussi fort que j'ai pu.
I put on some clean clothes.,Je mets des vêtements propres.
I put on some clean clothes.,Je mis des vêtements propres.
I put the book on the table.,J'ai mis le livre sur la table.
I quit smoking and drinking.,J'ai arrêté de fumer et de boire.
I quit smoking and drinking.,J'arrêtai de fumer et de boire.
I ran as quickly as I could.,J'ai couru le plus vite que j'ai pu.
I ran into a little trouble.,Je me suis heurté à quelques ennuis.
I ran so I would be on time.,J'ai couru pour être à l'heure.
I ran so I would be on time.,"Je courus, afin d'être à l'heure."
I ran so I would be on time.,"Afin d'être à l'heure, je courus."
I read the report you wrote.,J'ai lu le rapport que vous avez écrit.
I read the report you wrote.,J'ai lu le rapport que tu as écrit.
I really do just want to go.,Je ne veux vraiment qu'y aller.
I really do just want to go.,Y aller est précisément ce que je veux vraiment.
I really don't want to play.,Je ne veux vraiment pas jouer.
I really enjoy your company.,J'apprécie vraiment votre compagnie.
I really enjoy your company.,J'apprécie vraiment ta compagnie.
I really enjoyed last night.,"Je me suis vraiment bien amusé, hier soir."
I really enjoyed last night.,"Je me suis vraiment bien amusée, hier soir."
I really enjoyed last night.,"Je me suis vraiment bien amusé, hier au soir."
I really enjoyed last night.,"Je me suis vraiment bien amusée, hier au soir."
I really enjoyed that movie.,J'ai vraiment apprécié ce film.
I really like these stories.,J'aime beaucoup ces histoires.
I really liked this article.,J'ai beaucoup aimé cet article.
I really loved working here.,J'ai vraiment adoré travailler ici.
I really miss my girlfriend.,Ma nana me manque vraiment.
I really miss my girlfriend.,Ma copine me manque vraiment.
I really miss my girlfriend.,Ma petite copine me manque vraiment.
I really miss my girlfriend.,Ma petite amie me manque vraiment.
I really owe you an apology.,Je vous dois vraiment des excuses.
I really owe you an apology.,Je te dois vraiment des excuses.
I really should have called.,J'aurais vraiment dû appeler.
I really want to understand.,Je veux vraiment comprendre.
I really want you to hug me.,Je veux vraiment que vous me serriez dans vos bras.
I really want you to hug me.,Je veux vraiment que tu me serres dans tes bras.
I received a good job offer.,J'ai reçu une bonne offre d'emploi.
I reckon that's a good idea.,Il m'est d'avis que c'est une bonne idée.
I recommend that restaurant.,Je recommande ce restaurant.
I recorded our conversation.,J'ai enregistré notre conversation.
I recovered from my illness.,Je me suis remis de ma maladie.
I refuse to give up on this.,Je refuse de laisser tomber ça.
I refuse to give up on this.,Je refuse de céder là-dessus.
I refuse to wait any longer.,Je refuse d'attendre plus longtemps.
I regret becoming a teacher.,Je regrette d'être devenu professeur.
I remember locking the door.,Je me souviens d'avoir fermé la porte à clef.
I remember reading about it.,Je me souviens avoir lu à ce propos.
I remember reading about it.,Je me souviens avoir lu à ce sujet.
I remember reading about it.,Je me rappelle avoir lu à ce propos.
I remember reading about it.,Je me rappelle avoir lu à ce sujet.
I remember that day clearly.,Je me rappelle ce jour très clairement.
I remember what you told me.,Je me rappelle ce que tu m'as dit.
I remember when it happened.,Je me rappelle quand c'est arrivé.
I remember when it happened.,Je me rappelle quand ça s'est passé.
I remember when it happened.,Je me rappelle quand ça a eu lieu.
I remember when it happened.,Je me rappelle quand c'est survenu.
I rented a boat by the hour.,J'ai loué un bateau à l'heure.
I said this a long time ago.,J'ai dit ceci il y a longtemps.
I saw a girl with long hair.,J'ai vu une fille avec de longs cheveux.
I saw a strange woman there.,Je vis là une femme étrange.
I saw an old friend of mine.,J'ai vu un ancien ami.
I saw an old friend of mine.,J'ai vu une ancienne copine.
I saw him crossing the road.,Je l'ai vu traverser la route.
I saw him crossing the road.,Je l'ai vu traverser la rue.
I saw him crossing the road.,Je le vis traverser la route.
I saw something interesting.,J'ai vu quelque chose d'intéressant.
I saw your name on the list.,J'ai vu ton nom sur la liste.
I saw your name on the list.,J'ai vu votre nom sur la liste.
I see her sweeping the room.,Je vois qu'elle est en train de nettoyer la chambre.
I see no reason to continue.,Je ne vois aucune raison de continuer.
I see nothing wrong with it.,Je ne vois là rien de mal.
I seldom eat dairy products.,Je mange rarement de produits laitiers.
I shook my head and said no.,Je secouai la tête et dis non.
I should not have said that.,Je n'aurais pas dû dire cela.
I should tell Tom I'm tired.,Je devrais dire à Tom que je suis fatigué.
I should tell Tom I'm tired.,Je devrais dire à Tom que je suis fatiguée.
I should tell you something.,Je devrais te dire quelque chose.
I should tell you something.,Je devrais vous dire quelque chose.
I should've added more salt.,J'aurai dû ajouter plus de sel.
I should've called a doctor.,J'aurais dû appeler un médecin.
I should've changed the oil.,J'aurais dû changer l'huile.
I should've gotten a ticket.,J'aurais dû me procurer un billet.
I should've listened to Tom.,J'aurais dû écouter Tom.
I should've listened to you.,J'aurais dû t'écouter.
I should've listened to you.,J'aurais dû vous écouter.
I should've locked the door.,J'aurais dû fermer la porte à clé.
I should've never come here.,Je n'aurais jamais dû venir ici.
I should've said I was busy.,J'aurais dû dire que j'étais occupé.
I should've thought of that.,J'aurais dû penser à ça.
I shouldn't have eaten that.,Je n'aurais pas dû manger ça.
I shouldn't have gone there.,Je n'aurais pas dû aller là-bas.
I shouldn't have gone there.,Je n'aurais pas dû y aller.
I shouldn't have gone there.,Je n'aurais pas dû m'y rendre.
I shouldn't have interfered.,Je n'aurais pas dû interférer.
I shouldn't have kissed Tom.,Je n'aurais pas dû embrasser Tom.
I shouldn't have logged off.,Je n'aurais pas dû me déconnecter.
I showered before breakfast.,Je me suis douché avant le petit déjeuner.
I slept the rest of the day.,J'ai dormi le reste de la journée.
I slept the rest of the day.,Je dormis le reste de la journée.
I sometimes dream about Tom.,Je rêve parfois de Tom.
I spent hours reading books.,Je passais des heures à lire des livres.
I started a fire right away.,J'ai tout de suite démarré un feu.
I started sailing last year.,J'ai commencé à naviguer l'année dernière.
I started to prepare myself.,J'ai commencé à me préparer.
I stayed in bed all morning.,Je suis resté au lit toute la matinée.
I stayed in bed all morning.,Je suis restée au lit toute la matinée.
I stayed up late last night.,Je suis resté debout jusqu'à tard hier soir.
I still couldn't believe it.,Je n'arrivais toujours pas à y croire.
I still don't believe I won.,Je n'arrive toujours pas à croire que j'ai gagné.
I still have plenty of time.,J'ai encore beaucoup de temps.
I still haven't decided yet.,Je n'ai toujours pas décidé.
I still need some help here.,J'ai encore besoin d'aide ici.
I still need to talk to Tom.,J'ai encore besoin de parler à Tom.
I still need to talk to you.,Il me faut encore te parler.
I still need to talk to you.,J'ai encore besoin de te parler.
I still need to talk to you.,J'ai encore besoin de vous parler.
I still need to talk to you.,Il me faut encore vous parler.
I stopped and gazed at them.,Je me suis arrêté et les ai fixés du regard.
I studied French in college.,J'ai étudié le français à l'université.
I studied French last night.,J'ai étudié le français hier soir.
I suggest we don't even try.,Je suggère que nous n'essayions même pas.
I suggest you get some rest.,Je suggère que vous preniez du repos.
I suggest you get some rest.,Je suggère que tu prennes du repos.
I suppose that's impossible.,Je suppose que c'est impossible.
I suppose we have no choice.,Je suppose que nous n'avons pas le choix.
I sure wish you would leave.,J'espère certainement que vous partiez.
I sure wish you would leave.,J'espère certainement que tu partes.
I swear I won't tell anyone.,Je jure que je ne le dirai à personne.
I swear I've never hurt Tom.,Je jure de n'avoir jamais fait de mal à Tom.
I swear to God this is true.,Je jure devant Dieu que cela est vrai.
I swim in the sea every day.,Je nage à la mer tous les jours.
I take a walk every morning.,Je fais une promenade tous les matins.
I take that as a compliment.,Je prends cela comme un compliment.
I talked to Tom and he's OK.,J'ai parlé à Tom et il va bien.
I talked to her for an hour.,Je lui ai parlé pendant une heure.
I talked to her for an hour.,Je lui ai parlé une heure durant.
I thanked Mary for her help.,J'ai remercié Marie pour son aide.
I think I could handle that.,Je pense que je pourrais gérer ça.
I think I hurt his feelings.,Je pense l'avoir blessé.
I think I know what this is.,Je pense savoir ce que c'est.
I think I know what this is.,Je pense savoir ce dont il s'agit.
I think I know where Tom is.,Je crois savoir où se trouve Tom.
I think I'd better call Tom.,Je pense que je ferais mieux d'appeler Tom.
I think I'd rather not know.,Je pense avoir préféré ne rien savoir.
I think I'll come back soon.,Je pense que je serai bientôt de retour.
I think I'm falling in love.,Je pense que je suis en train de tomber amoureux.
I think I'm falling in love.,Je pense que je suis en train de tomber amoureuse.
I think I've done that once.,Je pense que j'ai fait ça une fois.
I think Tom could do better.,Je pense que Tom pourrait faire mieux.
I think Tom didn't trust me.,Je pense que Tom ne m'a pas cru.
I think Tom injured himself.,Je pense que Tom s'est blessé.
I think Tom is a good coach.,Je pense que Tom est un bon entraîneur.
I think Tom is following me.,Je pense que Tom me suit.
I think Tom is going to die.,Je pense que Tom va mourir.
I think Tom is going to win.,Je pense que Tom gagnera.
I think Tom is here already.,Je pense que Tom est déjà là.
I think Tom looks like John.,Je pense que Tom ressemble à John.
I think Tom needs something.,Je pense que Tom a besoin de quelque chose.
I think Tom needs your help.,Je pense que Tom a besoin de ton aide.
I think Tom needs your help.,Je pense que Tom a besoin de votre aide.
I think Tom would like that.,Je pense que Tom aimerait ça.
I think Tom's leg is broken.,Je pense que la jambe de Tom est cassée.
I think about you every day.,Je pense à toi chaque jour.
I think about you every day.,Je pense à toi tous les jours.
I think about you every day.,Je pense à vous chaque jour.
I think about you every day.,Je pense à vous tous les jours.
I think everything is ready.,Je pense que tout est prêt.
I think he's a great writer.,Je pense que c'est un grand écrivain.
I think it's a terrible law.,Je pense que c'est une loi terrible.
I think it's a terrible law.,Je pense que c'est une loi épouvantable.
I think it's very dangerous.,Je pense que c'est très dangereux.
I think it's very deceptive.,Je pense que c'est très trompeur.
I think it's very difficult.,Je pense que c'est très difficile.
I think it's worth the risk.,Je pense que ça vaut le risque.
I think it's worth the risk.,Je pense que le jeu en vaut la chandelle.
I think many people do that.,Je pense que beaucoup de personnes font ça.
I think maybe Tom was right.,Je pense que Tom avait peut-être raison.
I think my job is pointless.,Je pense que mon emploi est dénué de sens.
I think of you all the time.,Je pense à vous tout le temps.
I think that I should leave.,Je pense que je devrais m'en aller.
I think that Tom is selfish.,Je pense que Tom est égoïste.
I think that Tom lied to me.,Je pense que Tom m'a menti.
I think that Tom will be OK.,Je pense que Tom ira bien.
I think that this is a fake.,Je pense que c'est un faux.
I think that was really bad.,Je pense que c'était vraiment mauvais.
I think that was very funny.,J'ai trouvé cela très drôle.
I think that's a great idea.,Je pense que c'est une excellente idée.
I think that's where Tom is.,Je pense que c'est là que Tom se trouve.
I think the mistake is mine.,Je pense que l'erreur est mienne.
I think the same as they do.,Je pense la même chose qu'eux.
I think the same as they do.,Je pense la même chose qu'elles.
I think they're a good team.,Je pense qu'ils forment une bonne équipe.
I think this belongs to you.,Je pense que ceci t'appartient.
I think this belongs to you.,Je pense que ceci vous appartient.
I think this will do nicely.,Je pense que ça collera au poil.
I think we have to tell Tom.,Je pense que nous devons le dire à Tom.
I think we make a good team.,Je pense que nous formons une bonne équipe.
I think we need more coffee.,Je pense qu'il nous faut davantage de café.
I think we should celebrate.,Je pense que nous devrions faire la fête.
I think we should head back.,Je pense que nous devrions repartir.
I think we should leave now.,Je pense que nous devrions partir maintenant.
I think we should try again.,Je crois que nous devrions encore essayer.
I think we'd better do that.,Je pense que nous ferions mieux de faire ça.
I think we'd better do that.,Je pense qu'on ferait mieux de faire ça.
I think we're finished here.,Je pense que nous en avons fini ici.
I think we're getting close.,Je pense que nous nous approchons.
I think we're getting close.,Je pense que nous nous en approchons.
I think we're out of danger.,Je pense que nous sommes hors de danger.
I think we've got a problem.,Je pense que nous avons un problème.
I think you need a vacation.,Je pense que tu as besoin de vacances.
I think you need a vacation.,Je pense que vous avez besoin de vacances.
I think you need some sleep.,Je pense que tu as besoin de sommeil.
I think you need some sleep.,Je pense que vous avez besoin de sommeil.
I think you need to see him.,Je pense qu'il est nécessaire que vous le voyiez.
I think you need to see him.,Je pense qu'il est nécessaire que tu le voies.
I think you ought to listen.,Je pense que tu devrais écouter.
I think you ought to listen.,Je pense que vous devriez écouter.
I think you should see this.,Je pense que vous devriez voir ceci.
I think you should see this.,Je pense que tu devrais voir ça.
I think you should sit down.,Je pense que vous devriez vous asseoir.
I think you should sit down.,Je pense que tu devrais t'asseoir.
I think you've been lied to.,Je pense qu'on t'a menti.
I think you've been lied to.,Je pense qu'on vous a menti.
I think you've gone too far.,Je pense que vous êtes allés trop loin.
I thought I could trust you.,Je croyais pouvoir te faire confiance.
I thought I could trust you.,Je croyais pouvoir vous faire confiance.
I thought I heard something.,J'ai cru entendre quelque chose.
I thought I knew everything.,Je pensais tout savoir.
I thought I knew what to do.,Je pensais savoir quoi faire.
I thought I made that clear.,Je croyais avoir été clair.
I thought I was being smart.,Je pensais être malin.
I thought I was being smart.,Je pensais être maligne.
I thought I was going crazy.,Je pensais devenir fou.
I thought I was going crazy.,Je pensais devenir folle.
I thought I was going crazy.,Je pensais que j'étais en train de devenir fou.
I thought I was going crazy.,Je pensais que j'étais en train de devenir folle.
I thought I was going crazy.,Je pensais être en train de devenir fou.
I thought I was going crazy.,Je pensais être en train de devenir folle.
I thought I'd find you here.,Je pensais que je te trouverais ici.
I thought I'd find you here.,Je pensais te trouver ici.
I thought I'd find you here.,Je pensais vous trouver ici.
I thought I'd find you here.,Je pensais que je vous trouverais ici.
I thought Tom had a day off.,Je pensais que Tom avait un jour de congé.
I thought Tom liked riddles.,Je croyais que Tom aimait les énigmes.
I thought Tom was at school.,Je pensais que Tom était à l'école.
I thought Tom was in prison.,Je pensais que Tom était en prison.
I thought Tom was in school.,Je pensais que Tom était à l'école.
I thought everyone was busy.,Je pensais que tout le monde était occupé.
I thought he was my brother.,Je pensais qu'il était mon frère.
I thought he would be upset.,Je pensais qu'il serait fâché.
I thought something was odd.,J'ai pensé que quelque chose était bizarre.
I thought that Tom was kind.,Je pensais que Tom était gentil.
I thought that he was angry.,Je pensais qu'il était en colère.
I thought that was your job.,Je pensais que c'était ton boulot.
I thought that was your job.,Je pensais que c'était votre boulot.
I thought the game was over.,Je pensais que la partie était terminée.
I thought the game was over.,J'ai pensé que la partie était terminée.
I thought the game was over.,J'ai pensé que la manche était terminée.
I thought the show was over.,Je pensais que le spectacle était terminé.
I thought we'd be safe here.,Je pensais que nous serions en sécurité ici.
I thought we'd be safe here.,Je pensais que nous serions ici en sécurité.
I thought you could help me.,Je pensais que tu pourrais m'aider.
I thought you could help me.,Je pensais que vous pourriez m'aider.
I thought you liked it here.,Je pensais que tu te plaisais ici.
I thought you liked it here.,Je pensais que vous vous plaisiez ici.
I thought you liked parties.,Je pensais que tu aimais les fêtes.
I thought you quit drinking.,Je pensais que tu avais arrêté de boire.
I thought you were a doctor.,Je croyais que vous étiez médecin.
I thought you were a friend.,Je pensais que tu étais un ami.
I thought you were a friend.,Je pensais que tu étais une amie.
I thought you were a friend.,Je pensais que vous étiez un ami.
I thought you were a friend.,Je pensais que vous étiez une amie.
I thought you were bluffing.,Je pensais que vous bluffiez.
I thought you were bluffing.,Je pensais que tu bluffais.
I thought you were finished.,Je pensais que tu avais terminé.
I thought you were finished.,Je pensais que vous aviez terminé.
I thought you would show up.,Je pensais que vous seriez venu.
I thought you'd be grateful.,Je pensais que tu serais reconnaissant.
I thought you'd be grateful.,Je pensais que tu serais reconnaissante.
I thought you'd be grateful.,Je pensais que vous seriez reconnaissant.
I thought you'd be grateful.,Je pensais que vous seriez reconnaissante.
I thought you'd gotten lost.,Je pensais que tu te serais perdu.
I thought you'd gotten lost.,Je pensais que tu te serais perdue.
I thought you'd gotten lost.,Je pensais que vous vous seriez perdu.
I thought you'd gotten lost.,Je pensais que vous vous seriez perdue.
I thought you'd gotten lost.,Je pensais que vous vous seriez perdus.
I thought you'd gotten lost.,Je pensais que vous vous seriez perdues.
I threw a stone at the bird.,J'ai jeté une pierre en direction de l'oiseau.
I threw a stone at the bird.,Je jetai une pierre en direction de l'oiseau.
I told Tom not to use those.,J'ai dit à Tom de ne pas utiliser ceux-là.
I told Tom that I was tired.,J'ai dit à Tom que j'étais fatigué.
I told Tom that I was tired.,J'ai dit à Tom que j'étais fatiguée.
I told Tom to keep fighting.,J'ai dit à Tom de continuer à se battre.
I told her to come visit us.,Je lui ai dit de venir nous voir.
I told him about our school.,Je lui ai parlé de notre école.
I told him to come visit us.,Je lui ai dit de venir nous rendre visite.
I told you I could help you.,Je t'ai dit que je pouvais t'aider.
I told you it was dangerous.,Je t'ai dit que c'était dangereux.
I told you it was dangerous.,Je vous ai dit que c'était dangereux.
I told you not to come here.,Je t'ai dit de ne pas venir ici.
I told you not to come here.,Je vous ai dit de ne pas venir ici.
I took a cab to the station.,Je pris un taxi pour la gare.
I took an arrow in the knee.,J'ai pris une flèche dans le genou.
I took an arrow in the knee.,Je pris une flèche dans le genou.
I took an early flight home.,J'ai pris un vol matinal pour rentrer.
I took care of that for you.,Je m'en suis occupé pour vous.
I took care of that for you.,Je m'en suis occupé pour toi.
I took over my father's job.,J'ai repris le travail de mon père.
I tried not to eat too much.,J'ai essayé de ne pas trop manger.
I tried standing on my head.,J'ai essayé de me tenir sur la tête.
I try not to think about it.,J'essaie de ne pas y penser.
I try to exercise every day.,J'essaye de faire de l'exercice tous les jours.
I try to keep a low profile.,J'essaie de faire profil bas.
I understood what you meant.,J'ai compris ce que vous vouliez dire.
I understood what you meant.,J'ai compris ce que tu voulais dire.
I used to be a teacher here.,J'étais professeur ici.
I used to have a girlfriend.,J'avais une petite amie.
I used to have a girlfriend.,J'avais une petite copine.
I used to have a motorcycle.,J'avais une moto.
I used to sing in the choir.,Je chantais dans la chorale.
I usually go to bed at nine.,"D'habitude, je me couche à neuf heures."
I usually go to bed at nine.,"D'habitude, je vais au lit à neuf heures."
I visit Boston every summer.,Je visite Boston chaque été.
I visit him every other day.,Je lui rends visite chaque deux jours.
I visit him every other day.,Je lui rends visite tous les deux jours.
I visited Boston last month.,J'ai visité Boston le mois dernier.
I visited my father's grave.,Je suis allé sur la tombe de mon père.
I want a room with two beds.,Je désire une chambre à deux lits.
I want everybody to go home.,Je veux que chacun rentre chez lui.
I want everyone to be there.,Je veux que tout le monde soit là.
I want this building locked.,Je veux que cet immeuble soit verrouillé.
I want three pairs of socks.,Je veux trois paires de chaussettes.
I want to ask you something.,Je veux te poser une question.
I want to ask you something.,Je veux vous demander quelque chose.
I want to ask you something.,Je veux te demander quelque chose.
I want to be in a rock band.,Je veux faire partie d'un groupe de rock.
I want to be your boyfriend.,Je veux être ton petit ami.
I want to become a diplomat.,Je veux devenir diplomate.
I want to buy a new bicycle.,Je veux acheter un nouveau vélo.
I want to buy my house back.,Je veux racheter ma maison.
I want to cross this bridge.,Je veux traverser ce pont.
I want to do this on my own.,Je veux faire ça seule.
I want to do this on my own.,Je veux faire ça seul.
I want to drink a cold beer.,Je veux boire une bière fraîche.
I want to enjoy this moment.,Je souhaite profiter de ce moment.
I want to find my own place.,Je veux trouver mon endroit à moi.
I want to go home and sleep.,Je veux aller chez moi et dormir.
I want to go to see a movie.,Je veux aller voir un film.
I want to hear all about it.,Je veux tout entendre à ce sujet.
I want to hear your opinion.,Je veux entendre ton opinion.
"I want to help, but I can't.",Je veux aider mais je ne peux pas.
I want to keep my kids safe.,Je veux garder mes enfants en sécurité.
I want to keep working here.,Je veux continuer à travailler ici.
I want to know what love is.,Je veux savoir ce qu'est l'amour.
I want to know what that is.,Je veux savoir ce que c'est.
I want to know what that is.,Je veux savoir de quoi il s'agit.
I want to know what's funny.,Je veux savoir ce qui est drôle.
I want to know what's funny.,Je veux savoir ce qui est amusant.
I want to know who did that.,Je veux savoir qui a fait ça.
I want to know who sent you.,Je veux savoir qui vous a envoyé.
I want to know who sent you.,Je veux savoir qui vous a envoyée.
I want to know who sent you.,Je veux savoir qui vous a envoyés.
I want to know who sent you.,Je veux savoir qui vous a envoyées.
I want to know who sent you.,Je veux savoir qui t'a envoyé.
I want to know who sent you.,Je veux savoir qui t'a envoyée.
I want to know who they are.,Je veux savoir qui ils sont.
I want to know why I'm here.,Je veux savoir pourquoi je suis ici.
I want to know your opinion.,Je veux connaître ton opinion.
I want to live in Australia.,Je veux vivre en Australie.
I want to lose a few pounds.,Je veux perdre quelques kilos.
I want to make it up to you.,Je veux vous faire la cour.
I want to make it up to you.,Je veux te faire la cour.
I want to make some changes.,Je veux effectuer quelques changements.
I want to make you an offer.,Je veux vous faire une proposition.
I want to make you an offer.,Je veux te faire une proposition.
I want to practice with you.,Je veux m'entrainer avec toi.
I want to practice with you.,Je veux pratiquer avec toi.
I want to return your money.,Je veux vous rendre votre argent.
I want to return your money.,Je veux te rendre ton argent.
I want to run for president.,Je veux être candidat à la présidence.
I want to see him very much.,J'ai très envie de le voir.
I want to share it with you.,Je veux le partager avec vous.
I want to share it with you.,Je veux le partager avec toi.
I want to sit by the window.,Je veux m'asseoir à côté de la fenêtre.
I want to sleep for a while.,Je veux dormir un moment.
I want to speak to a lawyer.,Je désire parler à une avocate.
I want to speak to a lawyer.,Je souhaite parler à un avocat.
I want to speak to a lawyer.,Je veux parler à un avocat.
I want to stay here tonight.,Je veux rester ici ce soir.
I want to stay in the house.,Je veux rester dans la maison.
I want to stay in the house.,"Quant à moi, je veux rester dans la maison."
I want to take the test now.,Je veux passer l'examen maintenant.
I want to take this with me.,Je veux prendre ça avec moi.
I want to take you to lunch.,Je veux vous emmener déjeuner.
I want to take you to lunch.,Je veux t'emmener déjeuner.
I want to talk about it now.,Je veux en parler maintenant.
I want to talk to you alone.,Je veux vous parler seule.
I want to talk to you alone.,Je veux vous parler seul.
I want to talk to you alone.,Je veux te parler seule.
I want to try something new.,Je veux tenter quelque chose de nouveau.
I want to try something new.,Je veux essayer quelque chose de nouveau.
I want us not to get caught.,Je ne veux pas que nous nous fassions attraper.
I want us to do it together.,Je veux que nous le fassions ensemble.
I want us to make it happen.,Je veux que nous le fassions vivre.
I want you both to get them.,Je veux que tous deux vous les attrapiez.
I want you both to get them.,Je veux que toutes deux vous les attrapiez.
I want you home by midnight.,Je veux que vous soyez à la maison pour minuit.
I want you home by midnight.,Je veux que tu sois à la maison pour minuit.
I want you out of my office.,Je veux que vous sortiez de mon bureau.
I want you out of my office.,Je veux que tu sortes de mon bureau.
I want you to be by my side.,Je veux que tu sois à mon côté.
I want you to be my manager.,Je veux que tu sois mon patron.
I want you to be my manager.,Je veux que vous soyez mon patron.
I want you to be my partner.,Je veux que tu sois ma compagne.
