English words/sentences,French words/sentences
Gas was escaping from a crack in the pipe.,Le gaz s'échappait d'une fissure dans la conduite.
"Generally speaking, Americans like coffee.","De façon générale, les Américains aiment le café."
"Give us two knives and four forks, please.","Donnez-nous deux couteaux et quatre fourchettes, s'il vous plaît."
"Given her inexperience, she has done well.","Étant donné son inexpérience, elle a bien fait."
Gradually the interest rate will increase.,Les taux d'intérêt vont progressivement augmenter.
Has Tom ever told you how he lost his leg?,Tom t'a-t-il déjà dit comment il avait perdu sa jambe ?
Has Tom ever told you how he lost his leg?,Tom vous a-t-il déjà dit comment il avait perdu sa jambe ?
Have you been told where to park your car?,T'a-t-on dit où garer ta voiture ?
Have you been told where to park your car?,Vous a-t-on dit où garer votre voiture ?
Have you been told why we didn't hire you?,T'a-t-on dit pourquoi nous ne t'avons pas embauché ?
Have you been told why we didn't hire you?,Vous a-t-on dit pourquoi nous ne vous avons pas embauché ?
Have you been told why we didn't hire you?,T'a-t-on dit pourquoi nous ne t'avons pas embauchée ?
Have you been told why we didn't hire you?,Vous a-t-on dit pourquoi nous ne vous avons pas embauchée ?
Have you been told why we didn't hire you?,Vous a-t-on dit pourquoi nous ne vous avons pas embauchés ?
Have you been told why we didn't hire you?,Vous a-t-on dit pourquoi nous ne vous avons pas embauchées ?
Have you checked the suggestion box today?,"Avez-vous vérifié la boîte à idées, aujourd'hui ?"
Have you decided on a name for your puppy?,As-tu décidé d'un nom pour ton chiot ?
Have you decided on a name for your puppy?,Avez-vous décidé d'un nom pour votre chiot ?
Have you ever eaten alone in a restaurant?,Avez-vous jamais mangé seul dans un restaurant ?
Have you ever eaten alone in a restaurant?,Avez-vous jamais mangé seule dans un restaurant ?
Have you ever eaten alone in a restaurant?,Avez-vous jamais mangé seuls dans un restaurant ?
Have you ever eaten alone in a restaurant?,Avez-vous jamais mangé seules dans un restaurant ?
Have you ever eaten alone in a restaurant?,As-tu jamais mangé seul dans un restaurant ?
Have you ever eaten alone in a restaurant?,As-tu jamais mangé seule dans un restaurant ?
Have you ever eaten in a restaurant alone?,Avez-vous déjà mangé dans un restaurant tout seul ?
Have you ever forgotten your phone number?,As-tu déjà oublié ton numéro de téléphone ?
Have you ever had a near death experience?,As-tu déjà eu une expérience de mort imminente ?
Have you ever ridden in a hot air balloon?,Avez-vous déjà navigué dans un ballon dirigeable ?
Have you ever ridden in a hot air balloon?,Avez-vous déjà volé en montgolfière ?
Have you ever thought of becoming a nurse?,Avez-vous songé à devenir infirmière ?
Have you ever uploaded a video to YouTube?,As-tu jamais téléchargé une vidéo sur Youtube ?
Have you met any Canadians here in Boston?,As-tu rencontré des Canadiens ici à Boston ?
Have you prepared everything for tomorrow?,As-tu tout préparé pour demain ?
Have you prepared everything for tomorrow?,Avez-vous tout préparé pour demain ?
Have you read anything interesting lately?,Avez-vous lu quelque chose d'intéressant dernièrement ?
Have you read the book Tom bought for you?,As-tu lu le livre que Tom t'a acheté ?
Have you read the book Tom bought for you?,Avez-vous lu le livre que Tom vous a acheté ?
Haven't you caused enough trouble already?,T'as pas causé assez de problèmes comme ça ?
Haven't you caused enough trouble already?,T'as pas assez causé de problèmes comme ça ?
He addressed the audience in a soft voice.,Il s'adressa à son auditoire avec une voix douce.
He always talks as if he knows everything.,Il parle toujours comme s'il connaissait tout.
He amassed a large fortune before he died.,Il a amassé une grosse fortune avant de mourir.
He attached great importance to the event.,Il accorda une grande importance à cet événement.
He begged his father to buy him a bicycle.,Il harcelait son père pour qu'il lui achète un vélo.
He boasts that he can speak six languages.,Il se vante de pouvoir parler six langues différentes.
He bought a pair of black shoes yesterday.,Il a acheté une paire de chaussures noires hier.
He bought the picture for next to nothing.,Il acheta le tableau pour presque rien.
He bribed the judge and got off scot-free.,Il a acheté le juge et s'en est sorti impuni.
He came to Japan when he was a boy of ten.,"Il vint au Japon, alors qu'il n'était qu'un garçon de 10 ans."
"He can stay here for one night, no longer.","Il peut rester ici pour une nuit, pas plus."
"He can stay here for one night, no longer.","Il peut rester ici pour une nuit, pas davantage."
He committed suicide to atone for his sin.,Il s'est suicidé pour expier son péché.
He complained that he couldn't find a job.,Il se plaignit de ne pouvoir trouver un emploi.
He conserved his energy for the next game.,Il garda son énergie pour le prochain match.
He could not rest until he knew the truth.,Il ne pourrait se reposer avant de savoir la vérité.
He couldn't move and had to call for help.,Il ne pouvait pas bouger et a dû appeler à l'aide.
He couldn't pass the entrance examination.,Il n'a pas réussi l'examen d'entrée.
He dedicated his life to helping the poor.,Il a consacré sa vie à aider les pauvres.
He delivered a very long speech yesterday.,"Hier, il prononça un très long discours."
He didn't come back to the base yesterday.,Il n'est pas revenu à la base hier.
He does not need a wife to look after him.,Il n'a pas besoin d'une femme pour s'occuper de lui.
He does nothing but watch TV all day long.,Il ne fait rien d'autre que de regarder la télé toute la journée.
He doesn't resemble either of his parents.,Il ne ressemble à aucun de ses parents.
He donated countless pieces to the museum.,Il fit donation d'innombrables pièces au musée.
He donated countless pieces to the museum.,Il a fait donation d'innombrables pièces au musée.
He donated countless pieces to the museum.,Il a donné d'innombrables pièces au musée.
He donated countless pieces to the museum.,Il donna d'innombrables pièces au musée.
He drinks himself unconscious every night.,Il se soûle chaque soir jusqu'à en perdre conscience.
He explained to me how to use the machine.,Il m'a expliqué comment utiliser cette machine.
He expressed himself very well in English.,Il s'exprimait très bien en anglais.
He fed his dog at the same time every day.,Il nourrissait son chien à la même heure chaque jour.
He fed his dog at the same time every day.,Il a nourri son chien à la même heure chaque jour.
He finally achieved what he set out to do.,Il a finalement accompli ce qu'il avait entrepris.
He gave her an engagement ring last night.,"Il lui a donné une bague de fiançailles, hier soir."
He gave his daughter quite a lot of money.,Il a donné pas mal d'argent à sa fille.
He gave me not only advice but also money.,"Il ne me donna pas seulement des conseils, mais aussi de l'argent."
He gets up as early as five every morning.,Tous les matins il se lève dès cinq heures.
"He gives me a bad time, as he always does.","Il me donne du mal, comme il fait toujours."
He had his car stolen in that parking lot.,Sa voiture a été volée dans ce parking.
He had no difficulty in finding the place.,Il n'eut aucune difficulté pour trouver la place.
He has become thin beyond all recognition.,Il a tellement maigri qu'on ne le reconnait plus.
He has been asked to sit on the committee.,On lui a demandé de siéger au comité.
He has no distinct idea of how to proceed.,Il n'a pas d'idée distincte de comment procéder.
He has spent ten years in jail for murder.,Il a passé dix ans derrière les barreaux pour meurtre.
He has taken all this trouble for nothing.,Il a pris toute cette peine pour rien.
He helped me to get over the difficulties.,Il m'a aidé à surmonter les difficultés.
He inherited the business from his father.,Il hérita l'affaire de son père.
He inherited the business from his father.,Il hérita le commerce de son père.
He is a doctor and a university professor.,Il est docteur et professeur d'université.
He is coming to see me tomorrow afternoon.,Il viendra me voir demain après-midi.
He is completely absorbed in his business.,Il est complètement absorbé par ses affaires.
He is concerned about his parent's health.,Il est inquiet pour la santé de ses parents.
"He is leaving for Peru tomorrow, isn't he?","Il part pour le Pérou demain, n'est-ce pas ?"
He is now almost as tall as his father is.,Il est maintenant presque aussi grand que son père.
"He is rich, but his older brother is poor.","Il est riche, mais son frère ainé est pauvre."
He is so honest that everybody trusts him.,Il est tellement honnête que tout le monde lui fait confiance.
He is writing a letter to his parents now.,Il est en train d'écrire une lettre à ses parents.
He knows almost nothing about that animal.,Il ne sait pas grand-chose de cet animal.
He knows almost nothing about that animal.,Il ne sait presque rien sur cet animal.
He knows how to make good use of his time.,Il sait comment bien utiliser son temps.
He left without so much as saying goodbye.,Il partit sans même dire au revoir.
He likes being surrounded by young people.,Il aime être entouré de jeunes.
He looked at me with a strange expression.,Il me regarda avec une drôle de mine.
He made an effort to pass the examination.,Il a fait un effort pour réussir l'examen.
He made an important scientific discovery.,Il a fait une découverte scientifique importante.
He must be stupid to believe such a thing.,Il doit être stupide de croire une telle chose.
He must be very angry to say such a thing.,Il doit être très en colère pour dire une telle chose.
He needed capital to start a new business.,Il avait besoin de fonds pour démarrer sa nouvelle entreprise.
He never fails to write home once a month.,Il ne manque jamais d'écrire à la maison une fois par mois.
He overheard the conversation by accident.,Il a entendu la conversation par accident.
He promised me that he won't tell anybody.,Il m'a promis qu'il ne le dirait à personne.
He promised me that he would come at four.,Il m'a promis qu'il viendrait à quatre heures.
He promised that he would never lie again.,Il promit qu'il ne mentirait plus jamais.
He said nothing that would make her angry.,Il ne disait rien qui puisse la mettre en colère.
He said that he had met her a week before.,Il a dit qu'il l'avait rencontrée une semaine auparavant.
He saw himself as the savior of the world.,Il se voyait comme le sauveur du monde.
He seems to have been ill for a long time.,Il a l'air d'avoir été très longtemps malade.
He seems to know nothing about the matter.,Il semble ne rien savoir de ce problème.
He speaks Japanese as if he were Japanese.,Il parle japonais comme s'il était japonais.
He stayed at a hotel for a couple of days.,Il a logé à l'hôtel pour quelques jours.
He stopped smoking on his doctor's advice.,Il a arrêté de fumer sur les conseils du docteur.
He stretched out his arm to take the book.,Il allongea le bras pour attraper le livre.
"He struck a match, but quickly put it out.",Il craqua une allumette mais l'éteignit bientôt.
"He struck a match, but quickly put it out.","Il a craqué un allumette, mais l'a rapidement éteinte."
He succeeded in spite of all difficulties.,Il a réussi malgré toutes les difficultés.
He succeeded in swimming across the river.,Il a réussi à traverser la rivière à la nage.
He teaches mathematics as well as English.,Il enseigne les mathématiques aussi bien que l'anglais.
He thinks of everything in terms of money.,Il pense tout en termes d'argent.
He thinks of everything in terms of money.,Il pense à tout en termes d'argent.
He thinks that his success is due to luck.,Il pense que c'est la chance qui est la cause de son succès.
He thought the matter over for three days.,Il réfléchit au problème pendant trois jours.
He took over the business from his father.,Il a pris la suite des affaires de son père.
He took over the business from his father.,Il a repris l'entreprise de son père.
He turned the doorknob with his left hand.,Il tourna la poignée de porte avec sa main gauche.
He used to get up early when he was young.,Il avait l'habitude de se lever de bonne heure quand il était jeune.
He was busy copying his friend's notebook.,Il était occupé à recopier le cahier de son ami.
He was busy getting ready for his journey.,Il était occupé à s'apprêter pour son voyage.
He was constantly borrowing money from me.,Il m'empruntait de l'argent en permanence.
He was covered with mud from head to foot.,"Il était couvert de boue, de la tête aux pieds."
He was listening to the music in his room.,Il écoutait de la musique dans sa chambre.
He was more surprised than I had expected.,Il fut davantage surpris que ne m'y attendais.
He was nearly run over at an intersection.,Il a manqué de se faire renverser à un croisement.
He was never to see his native land again.,Il ne reverrait plus jamais son pays natal.
He was not able to join in the discussion.,Il fut dans l'impossibilité de se joindre à la discussion.
He was not able to join in the discussion.,Il fut incapable de se joindre à la discussion.
He was playing football with an empty can.,Il jouait au football avec une boîte de conserve vide.
He was sentenced to death by firing squad.,Il a été condamné à mort par fusillade.
He was the first man to cross the Pacific.,Il était le premier homme à franchir le Pacifique.
He was the only one who came to the party.,Il fut le seul à venir à la fête.
He was the only one who came to the party.,Il n'y a que lui qui est venu à la soirée.
He went above and beyond the call of duty.,Il a été bien au-delà de son devoir.
He went fishing instead of playing tennis.,Il est allé pêcher au lieu de jouer au tennis.
He went to the bank and changed his money.,Il est allé à la banque et a changé son argent.
He will soon get used to the climate here.,Il s'habituera bientôt au climat d'ici.
He works for a large American corporation.,Il travaille pour une grande société américaine.
He would like to take part in the contest.,Il voudrait participer au concours.
He would rather die than disgrace himself.,Il mourra plutôt que de se déshonorer.
He would rather go by train than by plane.,Il préfèrerait voyager en train qu'en avion.
He would sometimes talk with the soldiers.,Il parlait parfois avec les soldats.
He's been trying to contact you for weeks.,Ça fait des semaines qu'il essaye de te joindre.
He's just not the person I thought he was.,Il n'est simplement pas la personne que je pensais.
"He's very honest, so we can depend on him.","Il est très honnête, donc nous pouvons nous reposer sur lui."
Heaven knows we've done everything we can.,Dieu sait que nous avons fait tout ce que nous pouvions.
Her daughter has become a beautiful woman.,Sa fille est devenue une belle femme.
Her father left her the house in his will.,Son père lui a laissé la maison dans son testament.
Her husband is a member of the Oda family.,Son mari est un membre du clan Oda.
"Here, reality and fiction are intertwined.","Ici, la réalité et la fiction sont entremêlées."
His boots and pants were covered with mud.,Ses bottes et son pantalon étaient couverts de boue.
His carelessness resulted in the accident.,Sa négligence a conduit à un accident.
His daughter has become a beautiful woman.,Sa fille est devenue une belle femme.
His doctor advised him to give up smoking.,Son médecin lui conseilla d'arrêter de fumer.
His explanation doesn't make sense at all.,Son explication ne tient pas du tout debout.
His family emigrated to the United States.,Sa famille émigra aux États-Unis d'Amérique.
His family emigrated to the United States.,Sa famille a émigré aux États-Unis d'Amérique.
His father left him the house in his will.,Son père lui légua la maison dans son testament.
His grandfather died of cancer a year ago.,Son grand-père est mort d'un cancer il y a un an.
His hobby is painting pictures of flowers.,Il a pour passe-temps de peindre des tableaux de fleurs.
His hobby is painting pictures of flowers.,Son passe-temps est de peindre des tableaux de fleurs.
His house is three times larger than mine.,Sa maison est trois fois plus grande que la mienne.
His ideas never earned him a single penny.,Ses idées ne lui ont jamais rapporté un sou.
His ideas never earned him even one penny.,Ses idées ne lui rapportèrent jamais même un sou.
His laziness is a bad sign for the future.,Sa paresse était un mauvais présage pour l'avenir.
"His little sister is very cute, isn't she?","Sa petite sœur est très mignonne, n'est-ce pas ?"
His name is known throughout this country.,Son nom est connu de tous dans ce pays.
His name is known to everyone in our town.,Son nom est connu de tous dans notre ville.
His name is known to everyone in the town.,"En ville, tout le monde connaît son nom."
His parents were pleased with his success.,Ses parents furent contents de son succès.
His proposals were adopted at the meeting.,Ses propositions furent adoptées à la réunion.
His reason for not going is still unclear.,Sa raison de ne pas y aller est encore obscure.
His salary can't keep pace with inflation.,Son salaire n'arrive pas à suivre le rythme de l'inflation.
His short stature makes him feel insecure.,Sa petite stature le fait se sentir peu sûr de lui.
"His story is strange, but it's believable.","Son histoire est étrange, mais crédible."
Hokkaido is in the northern part of Japan.,Hokkaïdo est dans la partie nord du Japon.
Hokkaido is in the northern part of Japan.,Hokkaïdo se trouve dans la partie nord du Japon.
How about going to the movies on Saturday?,Ça te dirait d'aller voir un film samedi ?
How about going to the movies on Saturday?,Que diriez-vous d'aller au cinéma samedi ?
How am I going to protect my children now?,"Comment vais-je faire pour protéger mes enfants, maintenant ?"
How are you getting along in your new job?,Comment ça va avec ton nouveau travail ?
How are you getting along with your study?,Comment tu t'en sors avec tes études ?
How can they just make up stuff like that?,Comment peuvent-ils simplement concocter un truc pareil ?
How dare you to talk in that tone with me!,Comment oses-tu me parler sur ce ton !
How did you come up with such a good idea?,Comment avez-vous trouvé une si bonne idée ?
How did you come up with such a good idea?,Comment as-tu trouvé une si bonne idée ?
How did you learn to speak French so well?,Comment as-tu appris à si bien parler le français ?
How did you learn to speak French so well?,Comment avez-vous appris à si bien parler le français ?
How do you calculate the volume of a cube?,Comment calculez-vous le volume d'un cube ?
How do you get the most bang for the buck?,Comment en avoir le plus pour votre argent ?
How long did you have to wait for the bus?,Combien de temps as-tu attendu le bus ?
How long does it take to get to the beach?,Combien de temps est-ce que ça prend pour aller à la plage ?
How long will it take us to get to Boston?,Il nous faut combien de temps pour arriver à Boston ?
How many books can I take out at one time?,Combien de livres puis-je prendre en une seule fois ?
How many books can I take out at one time?,Combien de livres puis-je retirer en une seule fois ?
How many brothers and sisters do you have?,Combien de frères et sœurs as-tu ?
How many brothers and sisters do you have?,Combien de frères et sœurs avez-vous ?
How many concerts did you go to last year?,À combien de concerts t'es-tu rendu l'année passée ?
How many concerts did you go to last year?,À combien de concerts t'es-tu rendue l'année dernière ?
How many languages are there in the world?,Combien de langues y a-t-il au monde?
How many students are there in your class?,Combien d'élèves y a-t-il dans ta classe ?
How many times a day do you feed your dog?,Combien de fois par jour nourris-tu ton chien ?
How many times a day do you feed your dog?,Combien de fois par jour nourrissez-vous votre chien ?
How many times a day should I feed my dog?,Combien de fois par jour devrais-je nourrir mon chien ?
How many years did it take you to do that?,Combien d'années vous a-t-il fallu pour faire cela ?
How much did it cost you to get to Boston?,Combien ça t'a coûté d'aller à Boston ?
How much did it cost you to get to Boston?,Combien cela vous a-t-il coûté pour aller à Boston ?
How much do you charge to fix a flat tire?,Combien prenez-vous pour réparer un pneu à plat ?
How much do you spend on food every month?,Combien vous coûte la nourriture chaque mois ?
How much do you spend on food every month?,Quel est ton budget nourriture tous les mois?
How old were you when you learned to swim?,Quel âge aviez-vous quand vous avez appris à nager ?
How old were you when you moved to Boston?,Quel âge avais-tu quand tu as déménagé à Boston ?
How old were you when you moved to Boston?,Quel âge aviez-vous lorsque vous avez déménagé à Boston ?
"However, I'm not good at speaking English.","Cependant, je ne suis pas doué pour parler anglais."
"Hurry up, or you will miss the last train.","Dépêche-toi, ou tu vas rater le dernier train."
I agree completely with you on this point.,Je suis tout à fait d'accord avec toi sur ce point.
I agree with you that we should try again.,Je suis d'accord avec vous que nous devrions essayer à nouveau.
I always thought you'd make a cute couple.,J'ai toujours pensé que vous feriez un couple très mignon.
I am afraid it will rain in the afternoon.,Je crains qu'il ne pleuve dans l'après-midi.
I am certain that you have noble thoughts.,Je suis sûr que vos pensées sont nobles.
I am constantly forgetting people's names.,J'oublie toujours les noms des gens.
I am expecting some serious work from you.,J'attends de toi un travail sérieux.
I am going to take two days off next week.,Je vais prendre deux jours de congé la semaine prochaine.
I am not used to staying up late at night.,Je ne suis pas habitué à veiller tard le soir.
I am very grateful to you for your advice.,Je te suis très reconnaissant pour ton conseil.
I am what I am today thanks to my parents.,Je dois ce que je suis aujourd'hui à mes parents.
I am working hard trying to learn English.,Je travaille dur pour essayer d'apprendre l'anglais.
I apologize for not writing to you before.,Veuillez m'excuser de ne pas vous avoir écrit avant.
I applaud your decision to study medicine.,J'applaudis votre décision d'étudier la médecine.
I appreciate any assistance you can offer.,J'apprécie toute l'assistance que tu peux me proposer.
I appreciate any assistance you can offer.,J'apprécie toute l'assistance que vous pouvez me proposer.
I arrived at the station ten minutes late.,Je suis arrivé à la gare dix minutes en retard.
I asked Tom why he wanted to go to Boston.,J'ai demandé à Tom pourquoi il voulait aller à Boston.
I asked Tom why he wanted to study French.,J'ai demandé à Tom pourquoi il souhaitait apprendre le français.
I asked for a seat in the smoking section.,J'ai demandé un siège dans le compartiment fumeur.
I ate something that didn't agree with me.,J'ai mangé quelque chose qui ne passe pas.
I awoke one morning to find myself famous.,"Un beau matin, je me suis réveillé célèbre."
I bought every book on Japan I could find.,J'ai acheté tous les livres sur le Japon que j'ai pu trouver.
I bought this suit just for this occasion.,J'ai acheté ce costume spécialement pour cette occasion.
"I called Tom's house, but no one answered.",J'ai appelé chez Tom mais personne n'a répondu.
"I called Tom's house, but nobody answered.",J'ai appelé chez Tom mais personne n'a répondu.
I can drop you off at the airport tonight.,Je peux vous déposer à l'aéroport ce soir.
I can drop you off at the airport tonight.,Je peux te déposer à l'aéroport ce soir.
I can hear a cat scratching at the window.,J'entends un chat qui gratte à la fenêtre.
I can neither confirm nor deny the rumors.,Je ne peux confirmer ni infirmer les rumeurs.
I can verify that that's the truth myself.,Je peux vérifier par moi-même que c'est la vérité.
I can work late tonight if you need me to.,Je peux travailler tard ce soir si vous avez besoin de moi.
I can't afford to buy the computer I want.,Je ne peux pas me permettre d'acheter l'ordinateur que je veux.
I can't ask you to take that sort of risk.,Je ne peux pas vous demander de courir un tel risque.
I can't believe I locked myself out again.,Je n'arrive pas à croire que je me sois à nouveau enfermé dehors.
I can't believe I locked myself out again.,Je n'arrive pas à croire que je me sois à nouveau enfermée dehors.
I can't believe I used to watch this show.,Je n'arrive pas à croire que je regardais cette émission.
I can't believe I'm even considering this.,Je n'arrive pas à croire que je l'envisage même.
I can't believe I'm even considering this.,Je n'arrive pas à croire que je sois même en train de l'envisager.
I can't believe you're trying to bribe me.,Je n'arrive pas à croire que vous essayiez de me corrompre.
I can't believe you're trying to bribe me.,Je n'arrive pas à croire que tu essaies de me corrompre.
I can't endure that noise a moment longer.,Je ne peux pas supporter ce bruit un instant de plus.
I can't even remember what Tom looks like.,Je ne me souviens même pas à quoi Tom ressemble.
I can't figure out how to upload an image.,Je n'arrive pas à comprendre comment télécharger une image.
I can't finish the job in so short a time.,Je ne peux pas terminer le travail en aussi peu de temps.
I can't go back there and neither can you.,Je ne peux pas y retourner et toi non plus.
I can't go back there and neither can you.,Je ne peux pas y retourner et vous non plus.
I can't go with you because I'm very busy.,Je ne peux pas aller avec vous parce que je suis très occupé.
I can't imagine what it must've been like.,Je n'arrive pas à imaginer ce à quoi ça a dû ressembler.
I can't imagine what you're going through.,Je n'arrive pas à imaginer ce que tu traverses.
I can't imagine what you're going through.,Je n'arrive pas à imaginer ce que vous traversez.
I can't put up with that noise any longer.,Je ne peux plus supporter ce bruit.
I can't remember anything from last night.,Je ne me souviens de rien de la nuit dernière.
I can't see the stage well from this seat.,"De cette place, je ne peux pas voir la scène."
I can't understand anything Tom is saying.,Je ne comprends rien à ce que Tom dit.
I can't wait to sleep in my own bed again.,Je suis impatient de dormir à nouveau dans mon lit.
I cannot give you a definite answer today.,Je ne peux pas vous donner une réponse définitive aujourd'hui.
I caught up on all my homework last night.,Je me suis mis à jour dans tous mes devoirs la nuit dernière.
I cheered myself up by listening to music.,Je me suis remonté le moral en écoutant de la musique.
I compared this picture with that picture.,J'ai comparé cette image-ci avec celle-là.
I could not persuade him that it was true.,Je n'ai pas pu le persuader que c'était vrai.
