English words/sentences,French words/sentences
We don't want to do anything hasty.,Nous ne voulons rien faire de précipité.
We don't want to take the time now.,Nous ne voulons pas prendre le temps maintenant.
We don't want to take the time now.,Nous ne voulons pas en prendre le temps maintenant.
We don't want you to hurt yourself.,Nous ne voulons pas que vous vous blessiez.
We don't want you to hurt yourself.,Nous ne voulons pas que tu te blesses.
We easily figured out the password.,Nous avons facilement deviné le mot de passe.
We enjoyed ourselves at the picnic.,Nous nous sommes bien amusés au pique-nique.
We go to Boston as often as we can.,Nous allons à Boston le plus souvent possible.
"We got married on October 20, 2013.",Nous nous sommes mariés le 20 octobre 2013.
We had a heavy rainfall last night.,Nous avons eu une forte pluie la nuit dernière.
We had a lot of problems yesterday.,Nous avons eu des tas de problèmes hier.
We had a very good time last night.,Nous avons passé un très bon moment la nuit dernière.
We had a very hot summer this year.,Nous avons connu un été très chaud cette année.
We had guests for dinner yesterday.,Nous avons eu des invités pour dîner hier.
We had no alternative but to fight.,Nous n'avions pas d'autres choix que de nous battre.
We happened to meet at the station.,Il advint que nous nous rencontrâmes à la gare.
We happened to meet at the station.,Il se trouve qu'on s'est vu à la gare.
We happened to meet at the station.,Il se trouve qu'on s'est rencontré à la gare.
We happened to ride the same train.,Il advint que nous voyagions dans le même train.
We happened to take the same train.,Il se trouvait qu'on a pris le même train.
We have a good group of volunteers.,Nous avons un bon groupe de volontaires.
We have a long journey ahead of us.,Un long voyage nous attend.
We have a lot of regular customers.,Nous avons beaucoup de clients réguliers.
We have different ways of thinking.,Nous avons des façons de penser différentes.
We have four French classes a week.,Nous avons quatre cours de français par semaine.
We have known each other for years.,Nous nous connaissons depuis des années.
We have less than three hours left.,Il nous reste moins de trois heures.
We have no means of transportation.,Nous ne disposons d'aucun moyen de transport.
We have no options but to continue.,Nous n'avons pas d'autres choix que de continuer.
We have no secrets from each other.,Nous n'avons aucun secret l'un pour l'autre.
We have time to sing one more song.,On a le temps de chanter une chanson de plus.
We have to come together as a team.,Nous devons former une équipe.
We have to get you to the hospital.,Tu dois aller à l'hôpital !
We have to get you to the hospital.,Il faut qu'on t'emmène à l'hôpital.
We have to make sure they're ready.,Nous devons nous assurer qu'ils sont prêts.
We have to weigh the pros and cons.,Nous devons peser les avantages et les inconvénients.
We have walked all around the lake.,Nous avons marché tout autour du lac.
We haven't actually set a date yet.,Nous n'avons pas encore fixé de date.
We haven't even discussed that yet.,Nous n'en avons même pas encore discuté.
We haven't had any major accidents.,Nous n'avons eu aucun accident majeur.
We haven't had much rain this year.,Nous n'avons pas eu beaucoup de pluie cette année.
We haven't had time to do that yet.,Nous n'avons pas encore eu le temps de faire cela.
We haven't had time to do that yet.,"On n'a pas eu le temps de faire ça, encore."
We haven't tried doing it that way.,Nous n'avons pas essayé de le faire de cette façon.
We haven't yet had time to do that.,Nous n'avons pas eu encore le temps de le faire.
We headed for the mountain cottage.,Nous nous dirigions vers notre maison de montagne.
We just want you to tell the truth.,Nous voulons simplement que tu dises la vérité.
We just want you to tell the truth.,Nous voulons simplement que vous disiez la vérité.
We just want you to think about it.,Nous voulons juste que vous y pensiez.
We just want you to think about it.,Nous voulons juste que tu y penses.
We like to learn foreign languages.,Nous aimons apprendre des langues étrangères.
We like to learn foreign languages.,Nous aimons à apprendre des langues étrangères.
We loaded our baggage into the car.,Nous chargeâmes nos bagages dans la voiture.
We loaded our baggage into the car.,Nous avons chargé nos bagages dans la voiture.
"We made a good impression, I think.","Nous avons fait bonne impression, je pense."
We must decide by tomorrow morning.,Nous devons décider d'ici demain matin.
We must have something to live for.,Nous devons avoir une raison de vivre.
We must try to make the best of it.,Nous devons essayer d'en tirer le meilleur.
We need a bit more time to prepare.,Nous avons besoin d'un peu plus de temps pour nous préparer.
We need a firm quotation by Monday.,Nous avons besoin d'un devis ferme pour lundi.
We need to advertise on television.,Nous devons faire de la publicité à la télévision.
We never go to bed before midnight.,On ne va jamais se coucher avant minuit.
We never go to bed before midnight.,Nous n'allons jamais dormir avant minuit.
We often played chess after school.,On jouait souvent aux échecs après l'école.
We often played chess after school.,Nous jouions souvent aux échecs après l'école.
We often went skiing in the winter.,Nous allions souvent skier durant l'hiver.
We often went skiing in the winter.,Nous allions souvent skier au cours de l'hiver.
We only see each other on weekends.,Nous ne nous voyons que lors des week-ends.
We owe part of our success to luck.,Nous devons une part de notre succès à la chance.
We reached the top of the mountain.,Nous avons atteint le sommet de la montagne.
We reached the top of the mountain.,Nous atteignîmes le sommet de la montagne.
We reached the top of the mountain.,Nous parvînmes au sommet de la montagne.
We really shouldn't have done that.,Nous n'aurions vraiment pas dû faire ça.
We really shouldn't have done that.,Nous n'aurions réellement jamais dû le faire.
We saw the children enter the room.,Nous avons vu les enfants rentrer dans la pièce.
We should make something like that.,Nous devrions faire quelque chose comme ça.
We should sometimes pause to think.,Nous devrions nous arrêter pour réfléchir de temps en temps.
We should wait here for the moment.,Nous devrions attendre ici un moment.
We still have to look for the hook.,Il nous reste à chercher l'hameçon.
We talked until two in the morning.,Nous avons discuté jusqu'à deux heures du matin.
We took a walk along the riverbank.,Nous fîmes une promenade au long de la berge.
We want you to be the team captain.,Nous voulons que vous soyez le capitaine de l'équipe.
We want you to be the team captain.,Nous voulons que tu sois le capitaine de l'équipe.
We went out for a pizza last night.,On est sorti manger une pizza hier soir.
We were all present at her wedding.,Nous étions tous présents à son mariage.
We were all present at the meeting.,Nous étions tous présents à la réunion.
We were almost run over by a truck.,On a failli se faire écraser par un camion.
We were almost run over by a truck.,Nous avons failli être renversées par un camion.
We were attacked by swarms of bees.,Nous étions attaqués par un essaim d'abeilles.
We were greeted by a cute waitress.,Nous fûmes accueillis par une ravissante serveuse.
We were greeted by a cute waitress.,Nous avons été accueillis par une ravissante serveuse.
We were greeted by a cute waitress.,Nous fûmes accueillies par une ravissante serveuse.
We were greeted by a cute waitress.,Nous avons été accueillies par une ravissante serveuse.
We were on the train for ten hours.,Nous sommes restés dans le train pendant dix heures.
We were rowing against the current.,Nous ramions à contre-courant.
We were surprised to hear the news.,Nous fûmes surpris d'entendre les nouvelles.
We were surprised to hear the news.,Nous avons été surpris d'entendre les nouvelles.
We will make every effort to do so.,Nous mettrons tout en œuvre pour le faire.
We won't get off this island alive.,Nous ne sortirons pas vivants de cette île.
We won't get off this island alive.,Nous ne sortirons pas vivantes de cette île.
We won't get to you until tomorrow.,Nous ne te rejoindrons pas avant demain.
We would like to stay here tonight.,Nous aimerions passer la nuit ici.
We wouldn't want to disappoint Tom.,Nous ne voudrions pas décevoir Tom.
We'll be working on that this week.,Nous y travaillerons cette semaine.
We'll be working on that this week.,On travaillera sur ça cette semaine.
We'll have little snow this winter.,Nous aurons peu de neige cet hiver.
We'll have to postpone the meeting.,Nous allons devoir reporter la réunion.
We'll make a sailor out of you yet.,Nous finirons par faire de toi un matelot.
We'll see each other again someday.,On se reverra un jour.
We'll start whenever you are ready.,Nous commencerons dès que vous êtes prêt.
We'll start whenever you are ready.,Nous commencerons dès que tu es prêt.
We're expecting Tom any minute now.,Nous attendons Tom d'une minute à l'autre maintenant.
We're faced with many difficulties.,Nous sommes confrontés à de nombreuses difficultés.
We're getting a lot of things done.,Nous faisons beaucoup de choses.
We're getting a new car next month.,Nous aurons une nouvelle voiture le mois prochain.
We're going to buy ourselves a car.,On va s'acheter une voiture.
We're going to give it another try.,Nous allons essayer à nouveau.
We're going to give it another try.,On va essayer encore une fois.
We're going to have to verify this.,Nous allons devoir vérifier cela.
We're going to invite Tom and Mary.,On va inviter Tom et Mary.
We're interested only in the facts.,Seuls les faits nous intéressent.
We're leaving Australia next month.,Nous quittons l'Australie le mois prochain.
We're looking for a friend of ours.,Nous cherchons l'un de nos amis.
We're looking for a place to sleep.,Nous cherchons un endroit où dormir.
We're not doing this for the money.,Nous ne le faisons pas pour l'argent.
We're not going to do this anymore.,Nous n'allons plus faire ceci.
We're not going to make it in time.,On ne réussira pas à arriver à l'heure.
We're sure that it was an accident.,Nous sommes certains qu'il s'agissait d'un accident.
We're sure that it was an accident.,Nous sommes sûres que c'était un accident.
We're totally different people now.,Nous sommes désormais des gens complètement différents.
We're waiting for the right moment.,Nous attendons le bon moment.
We've accomplished a lot of things.,Nous avons accompli beaucoup de choses.
We've already covered this subject.,Nous avons déjà couvert ce sujet.
We've been friends for a long time.,Nous avons été longtemps amis.
We've been friends for a long time.,Nous avons été longtemps amies.
We've been here for a couple hours.,Nous sommes ici depuis quelques heures.
We've been married for three years.,Nous sommes mariés depuis trois ans.
We've got to get you to a hospital.,Il nous faut t'emmener dans un hôpital.
We've got to get you to a hospital.,Il nous faut vous emmener dans un hôpital.
We've known each other a long time.,Nous nous connaissons depuis longtemps.
"Well then, we still have a problem.","Eh bien alors, nous avons toujours un problème."
"Well then, what are we waiting for?","Alors, qu'est-ce qu'on attend ?"
"Well then, what are we waiting for?","Alors, qu'attendons-nous ?"
Were you able to solve the problem?,As-tu pu résoudre le problème ?
Were you able to solve the problem?,As-tu été en mesure de résoudre le problème ?
Were you able to solve the problem?,Avez-vous pu résoudre le problème ?
Were you able to solve the problem?,Avez-vous été en mesure de résoudre le problème ?
Were you the one who rung the bell?,Est-ce toi qui as sonné la cloche ?
Were you the one who rung the bell?,Est-ce vous qui avez sonné la cloche ?
Wet dogs smell worse than dry ones.,Les chiens mouillés puent plus que les secs.
What Tom did was incredibly stupid.,Ce que Tom a fait était incroyablement stupide.
What am I supposed to do with that?,Que suis-je censé en faire ?
What am I supposed to do with that?,Que suis-je censée en faire ?
What am I supposed to do with them?,Que suis-je supposé en faire ?
What am I supposed to do with them?,Que suis-je supposé faire d'eux ?
What am I supposed to do with them?,Que suis-je supposé faire d'elles ?
What am I supposed to tell Tom now?,Qu'est-ce que je suis censé dire à Tom maintenant ?
What am I supposed to tell Tom now?,Que suis-je censé dire à Tom maintenant ?
What am I supposed to tell Tom now?,Que suis-je supposé dire à Tom maintenant ?
What am I supposed to tell Tom now?,Qu'est-ce que je suis supposé dire à Tom maintenant ?
What are all these kids doing here?,Que font tous ces enfants ici ?
What are all these kids doing here?,Que font tous ces gamins ici ?
What are the doctor's office hours?,Quand le médecin tient-il sa consultation ?
What are the doctor's office hours?,Quels sont les horaires du cabinet du médecin ?
What are the terms of the contract?,Quels sont les termes du contrat ?
What are we eating for lunch today?,Que mangeons nous à midi aujourd'hui ?
What are you going to do with that?,Qu'allez-vous faire avec cela ?
What are you going to do with that?,Que vas-tu faire avec ça ?
What books have you read in French?,Quels livres as-tu lu en français ?
What can I do for you this evening?,Qu'est-ce que je peux faire pour toi ce soir ?
What did Tom get you for Christmas?,Qu'est-ce que Tom t'a offert à Noël ?
What did he do during the holidays?,Qu'a-t-il fait pendant les vacances ?
What difference would that've made?,Quelle différence est-ce que ça ferait ?
What do you have to complain about?,De quoi dois-tu te plaindre ?
What do you have to say about that?,Qu'avez-vous à dire à cela ?
What do you have to say about that?,Qu'est-ce que tu as à dire à propos de ça ?
What do you love? What do you hate?,Qu'est-ce que tu aimes ? Qu'est-ce que tu détestes ?
What do you love? What do you hate?,Qu'aimez-vous ? Que détestez-vous ?
What do you love? What do you hate?,Qu'aimes-tu ? Que détestes-tu ?
What do you say to a game of chess?,Que dirais-tu d'une partie d'échecs ?
What do you say to a game of chess?,Que diriez-vous d'une partie d'échecs ?
What do you suppose is in this box?,Que supposez-vous qu'il y ait dans cette boîte ?
What do you suppose is in this box?,Que supposes-tu qu'il y ait dans cette boîte ?
What do you think he meant by that?,Que pensez-vous qu'il voulait dire par là ?
What do you think he meant by that?,Que penses-tu qu'il voulait dire par là ?
What do you think of his new novel?,Que penses-tu de son nouveau roman ?
What do you think she is doing now?,Que penses-tu qu'elle soit en train de faire ?
What do you think she is doing now?,Que pensez-vous qu'elle soit maintenant en train de faire ?
What do you think she is doing now?,Que penses-tu qu'elle soit maintenant en train de faire ?
What do you think they'll do to me?,Que pensez-vous qu'ils me feront ?
What do you think they'll do to me?,Que penses-tu qu'ils me feront ?
What do you usually do on weekends?,"En général, vous faites quoi le week-end ?"
What do you want for your birthday?,Que veux-tu pour ton anniversaire ?
What do you want for your birthday?,Que voulez-vous pour votre anniversaire ?
What do you want for your birthday?,Que veux-tu pour ton anniversaire ?
What do you want for your birthday?,Que voulez-vous pour votre anniversaire ?
What do you want me to do about it?,Que voulez-vous que j'y fasse ?
What do you want me to do about it?,Que veux-tu que j'y fasse ?
What do you want the message to be?,Que veux-tu que le message soit ?
What do you want the message to be?,Que voulez-vous que le message soit ?
What does everyone do after school?,Que fait chacun après l'école ?
What grade did you get on the test?,Quelle note avez-vous obtenue à l'examen ?
What grade did you get on the test?,Quelle note as-tu obtenue à l'examen ?
What happened at that intersection?,Qu'est-il arrivé à ce croisement ?
What happened at that intersection?,Que c'est-il passé à ce croisement ?
What happened here was unavoidable.,Ce qu'il s'est produit ici était inévitable.
What have we gotten ourselves into?,Dans quoi nous sommes nous fourrés ?
What have you done with my luggage?,Qu'as-tu fait de mes bagages ?
What he said turned out to be true.,Ce qu'il avait dit se révéla vrai.
What is the local time in New York?,Quelle heure est-il à New York ?
What is the most popular movie now?,Quel est le film le plus populaire actuellement ?
What is the origin of the universe?,Quelle est l'origine de l'univers ?
What kind of car were they driving?,Quel genre de voiture conduisaient-ils ?
What kind of car were they driving?,Quel genre de voiture conduisaient-elles ?
What kind of insurance do you have?,Quelle sorte d'assurance possédez-vous ?
What kind of insurance do you have?,Quel genre d'assurance as-tu ?
What kind of man do you think I am?,Quelle sorte d'homme croyez-vous que je sois ?
What kind of mistakes did you make?,Quel genre d'erreurs avez-vous faites ?
What kind of mistakes did you make?,Quel genre d'erreurs as-tu faites ?
What kind of things make you angry?,Quel genre de choses t'énerve ?
What kind of things make you angry?,Quel genre de choses vous met en colère ?
What kind of training have you had?,Quelle sorte d'entraînement as-tu reçu ?
What kind of training have you had?,Quelle sorte de formation as-tu reçue ?
What kind of wine do you recommend?,Quelle sorte de vin recommandez-vous ?
What language do you speak at home?,Quelle langue parlez-vous chez vous ?
What language do you speak at home?,Quelle langue parles-tu à la maison ?
What magazines do you subscribe to?,À quels magazines t'abonnes-tu ?
What makes you think I need a loan?,Qu'est-ce qui vous fait penser que j'ai besoin d'un prêt ?
What makes you think I'm not happy?,Qu'est-ce qui te fait croire que je ne suis pas heureux ?
What makes you think I'm not happy?,Qu'est-ce qui te fait croire que je ne suis pas heureuse ?
What makes you think I'm not happy?,Qu'est-ce qui vous fait croire que je ne suis pas heureux ?
What makes you think I'm not happy?,Qu'est-ce qui vous fait croire que je ne suis pas heureuse ?
What newspaper do you subscribe to?,À quel journal es-tu abonné ?
What newspaper do you subscribe to?,À quel journal êtes-vous abonné ?
What newspaper do you subscribe to?,À quel journal êtes-vous abonnée ?
What newspaper do you subscribe to?,À quel journal êtes-vous abonnées ?
What newspaper do you subscribe to?,À quel journal êtes-vous abonnés ?
What newspaper do you subscribe to?,À quel journal es-tu abonnée ?
What payment options are available?,Quelles sont les options de paiement disponibles ?
What people say is not always true.,Ce que disent les gens n'est pas toujours vrai.
What quantity of paper do you need?,De quelle quantité de papier avez-vous besoin ?
What quantity of paper do you need?,De quelle quantité de papier as-tu besoin ?
What should I do to stop hiccoughs?,Que devrais-je faire pour arrêter un hoquet ?
What should we buy with this money?,Que devrions-nous acheter avec cet argent ?
What time are you leaving tomorrow?,À quelle heure est-ce que tu pars demain ?
What time are you leaving tomorrow?,À quelle heure partez-vous demain ?
What time did you get up yesterday?,À quelle heure est-ce que tu t'es levé hier ?
What time did you get up yesterday?,À quelle heure vous êtes-vous levés hier ?
What vegetables do you like to eat?,Quels légumes aimez-vous manger ?
What was it that brought you to me?,Qu'est-ce qui vous a mené à moi ?
What was it that brought you to me?,Qu'est-ce qui vous a menée à moi ?
What was it that brought you to me?,Qu'est-ce qui vous a menés à moi ?
What was it that brought you to me?,Qu'est-ce qui vous a menées à moi ?
What was it that brought you to me?,Qu'est-ce qui t'a mené à moi ?
What was it that brought you to me?,Qu'est-ce qui t'a menée à moi ?
What was the cause of the accident?,Quelle a été la cause de l'accident ?
What was the cause of the accident?,Quelle fut la cause de l'accident ?
What was the cause of your quarrel?,Quelle fut la cause de votre querelle ?
What were you hoping to accomplish?,Qu'est-ce que tu espérais accomplir ?
What were you hoping to accomplish?,Qu'espériez-vous accomplir ?
What would you like to do tomorrow?,Qu'aimerais-tu faire demain ?
What would you like to do tomorrow?,Qu'aimeriez-vous faire demain ?
What you don't know won't hurt you.,Ce que vous ignorez ne vous fera pas de mal.
What you don't know won't hurt you.,Ce que tu ignores ne te fera pas de mal.
What you said is absolute nonsense.,Ce que tu as dit est complètement insensé.
What you said is complete nonsense.,Ce que tu as dit n'a aucun sens.
What you said is complete nonsense.,Ce que tu as dit est totalement insensé.
What you're doing makes me nervous.,Ce que vous êtes en train de faire me rend nerveux.
What you're doing makes me nervous.,Ce que vous êtes en train de faire me rend nerveuse.
What you're doing makes me nervous.,Ce que tu es en train de faire me rend nerveux.
What you're doing makes me nervous.,Ce que tu es en train de faire me rend nerveuse.
What'll tomorrow's weather be like?,Quel temps fera-t-il demain ?
What'll you do if someone sees you?,Que feras-tu si quelqu'un te voit ?
What'll you do if someone sees you?,Que ferez-vous si quelqu'un vous voit ?
What're your plans for the weekend?,Quels sont tes plans pour le week-end ?
What're your plans for the weekend?,Quels sont vos plans pour le week-end ?
What's Tom going to do next summer?,Qu'est-ce que Tom va faire l'été prochain ?
What's going to happen to our pets?,Que va-t-il advenir de nos animaux de compagnie ?
What's going to happen to our pets?,Que va-t-il advenir de nos petits compagnons ?
What's happened here is a travesty.,Ce qui s'est produit ici est une farce.
What's the answer to that question?,Quelle est la réponse à cette question ?
What's the last thing you remember?,Quelle est la dernière chose que vous vous rappelez ?
What's the last thing you remember?,Quelle est la dernière chose dont vous vous souvenez ?
What's the real reason you're here?,Quelle la véritable raison de votre présence ici ?
What's the real reason you're here?,Quelle la véritable raison de ta présence ici ?
What's the weight of your suitcase?,Quel est le poids de votre valise ?
What's the weight of your suitcase?,Combien pèse ta valise ?
What's the weight of your suitcase?,Quel est le poids de ta valise ?
What's your area of specialization?,Quel est ton domaine de spécialisation ?
What's your area of specialization?,Quel est votre domaine de spécialisation ?
What's your favorite color of hair?,Quelle est ta couleur de cheveux préférée ?
What's your favorite kind of candy?,Quelle est ta confiserie préférée ?
What's your favorite pizza topping?,Quelle est votre garniture de pizza préférée ?
What's your favorite pizza topping?,Quelle est ta garniture de pizza préférée ?
What's your favorite radio station?,Quelle est votre station de radio préférée ?
What's your favorite way to travel?,Quelle est votre façon de voyager préférée ?
"Whatever you do, don't forget this.","Quoique tu fasses, n'oublie pas ça."
"When I bite down, this tooth hurts.","Lorsque je mords, cette dent me fait mal."
"When I heard that, I was mortified.","Quand j'ai entendu ça, j'ai été mortifié."
When are you coming back to Boston?,Quand est-ce que tu reviens à Boston ?
When did you begin studying French?,Quand avez-vous commencé à étudier le français ?
When did you get your first tattoo?,Quand t'es-tu fait faire ton premier tatouage ?
When did your daughter come of age?,Quand est-ce que ta fille a atteint sa majorité ?
"When he saw me, he started running.","Lorsqu'il me vit, il se mit à courir."
When was the last time you saw Tom?,Quand as-tu vu Tom pour la dernière fois ?
When will the world come to an end?,Quand le monde connaîtra-t-il une fin ?
When will you return my book to me?,Quand est-ce que tu vas me rendre mon livre ?
When will you return my book to me?,Quand allez-vous me rendre mon livre ?
Where are you going this afternoon?,Où vas-tu cet après-midi ?
Where are you going this afternoon?,Où vas-tu aller cette après-midi ?
Where are you going this afternoon?,Où allez-vous vous rendre cet après-midi ?
Where can I obtain a map of Europe?,Où puis-je obtenir une carte de l'Europe ?
Where did I put my reading glasses?,Où est-ce que j'ai mis mes lunettes de lecture ?
Where did you catch all those fish?,Où as-tu attrapé tout ce poisson ?
Where did you get all those plants?,Où as-tu récupéré toutes ces plantes ?
Where did you get this information?,Où as-tu eu ces informations ?
Where did you get this information?,Où as-tu eu cette information ?
Where did you get this information?,Où avez-vous obtenu cette information ?
Where did you get this information?,Où avez-vous obtenu ces informations ?
Where did you meet your girlfriend?,Où as-tu rencontré ta copine ?
Where did you meet your girlfriend?,Où as-tu rencontré ta petite-amie ?
Where did you meet your girlfriend?,Où avez-vous rencontré votre petite-amie ?
Where do you go on Monday evenings?,Où vas-tu le lundi soir ?
Where do you go on Monday evenings?,Où allez-vous les lundis soirs ?
Where do you want to sleep tonight?,Où voulez-vous dormir cette nuit ?
Where do you want to sleep tonight?,Où veux-tu dormir cette nuit ?
Where have you been all this while?,Où avez-vous été durant tout ce temps ?
Where have you been all this while?,Où as-tu été durant tout ce temps ?
Where is this play being performed?,Où est-ce joué ?
Where there is smoke there is fire.,Il n'y a pas de fumée sans feu.
Where were you yesterday afternoon?,Où étais-tu hier après-midi ?
Where were you yesterday afternoon?,Où étiez-vous hier après-midi ?
Where's the entrance to the museum?,Où se trouve l'entrée du musée ?
Which TV show do you like the most?,Quel programme de télévision appréciez-vous le plus ?
"Which do you prefer, rice or bread?","Que préfères-tu, du riz ou du pain ?"
"Which do you prefer, rice or bread?","Que préférez-vous, du riz ou du pain ?"
Which one of you wasn't on the bus?,Lequel d'entre vous ne se trouvait pas dans le bus ?
Which one of you wasn't on the bus?,Laquelle d'entre vous ne se trouvait pas dans le bus ?
Which planet is closest to the sun?,Quelle est la planète la plus proche du Soleil ?
Which wine goes best with red meat?,Quel vin accompagne au mieux la viande rouge ?
"While there is life, there is hope.","Tant qu'il y a de la vie, il y a de l'espoir."
Who are you to tell us we can't go?,Qui es-tu pour nous dire que nous ne pouvons pas partir ?
Who are you to tell us we can't go?,Qui es-tu pour nous dire que nous ne pouvons pas y aller ?
Who are you to tell us we can't go?,Qui êtes-vous pour nous dire que nous ne pouvons pas partir ?
Who are you to tell us we can't go?,Qui êtes-vous pour nous dire que nous ne pouvons pas y aller ?
Who can be calling me at this hour?,Qui peut bien me téléphoner à cette heure?
Who does the cooking at your house?,Qui fait la cuisine chez vous ?
Who does this dictionary belong to?,À qui appartient ce dictionnaire ?
Who gave you permission to do that?,Qui vous a donné la permission de faire cela ?
Who gave you permission to do that?,Qui t'a donné la permission de faire ça ?
Who painted this beautiful picture?,Qui a peint ce beau tableau ?
Who told you you needed to do that?,Qui t'a dit que tu devais faire ça ?
Who wears the pants in your family?,Qui porte la culotte dans votre famille ?
Who's that boy swimming over there?,Qui est ce garçon qui nage là-bas?
Who's that girl sitting over there?,Qui est cette fille assise là-bas ?
Who's the next person on your list?,Qui est la personne suivante sur ta liste ?
Who's the next person on your list?,Qui est la personne suivante sur votre liste ?
Who's your favorite movie director?,Qui est votre metteur en scène préféré ?
Who's your most interesting friend?,Quel est ton ami le plus intéressant ?
Who's your most interesting friend?,Quel est celui de tes amis le plus intéressant ?
Whose turn is it to deal the cards?,C'est à qui de distribuer ?
Whose turn is it to deal the cards?,À qui le tour de donner les cartes ?
Why are we even talking about this?,"Pourquoi en parlons-nous, même ?"
Why are we even talking about this?,Pourquoi même en parlons-nous ?
Why are you asking these questions?,Pourquoi posez-vous ces questions ?
Why are you asking these questions?,Pourquoi est-ce que tu poses ces questions ?
Why are you burning these pictures?,Pourquoi est-ce que tu brules ces photos ?
Why are you burning these pictures?,Pourquoi êtes-vous en train de brûler ces photos ?
Why are you looking at me that way?,Pourquoi me regardes-tu ainsi ?
Why are you selling this furniture?,Pourquoi vendez-vous ce meuble ?
Why are you wasting time with this?,Pourquoi perds-tu ton temps avec ça ?
Why are you wasting time with this?,Pourquoi perdez-vous votre temps avec ceci ?
Why aren't you doing your homework?,Pourquoi n'es-tu pas en train de faire tes devoirs ?
Why aren't you doing your homework?,Pourquoi n'êtes-vous pas en train de faire vos devoirs ?
Why did you accept this assignment?,Pourquoi avez-vous accepté cette mission ?
Why did you accept this assignment?,Pourquoi as-tu accepté cette mission ?
Why did you want to come back here?,Pourquoi as-tu voulu revenir ici ?
Why did you want to come back here?,Pourquoi avez-vous voulu revenir ici ?
Why didn't we think of that before?,Pourquoi n'avons-nous pas pensé à ça avant ?
Why didn't you just take the money?,Pourquoi n'as-tu pas juste pris l'argent ?
Why didn't you just take the money?,Pourquoi n'avez-vous pas juste pris l'argent ?
Why didn't you just tell the truth?,Pourquoi n'avez-vous pas simplement dit la vérité ?
Why didn't you phone before coming?,Pourquoi n'as-tu pas téléphoné avant de venir ?
Why didn't you phone before coming?,Pourquoi n'avez-vous pas téléphoné avant de venir ?
Why didn't you talk to me about it?,Pourquoi ne m'en avez-vous pas parlé ?
Why didn't you talk to me about it?,Pourquoi ne m'en as-tu pas parlé ?
Why didn't you turn up on Saturday?,Pourquoi tu n'es pas venu samedi ?
Why do I have to do this by myself?,Pourquoi dois-je le faire seul ?
Why do I have to do this by myself?,Pourquoi dois-je le faire tout seul ?
Why do I have to do this by myself?,Pourquoi dois-je le faire seule ?
Why do I have to do this by myself?,Pourquoi dois-je le faire toute seule ?
Why do you want me to wait in here?,Pourquoi veux-tu que j'attende là-dedans ?
Why do you want me to wait in here?,Pourquoi voulez-vous que j'attende là-dedans ?
Why do you want to dress like that?,Pourquoi veux-tu t'habiller ainsi ?
